Complexity,Loss,Equation
1,7.405431,"47.381817"
3,6.5204344,"x0 - -44.432022"
5,3.8862875,"(x0 * 0.53610593) + 45.80041"
6,0.9305791,"(x0 + 44.54315) - log(x0)"
8,0.57674825,"x0 - ((log(x0) * 1.3227206) - 44.5791)"
