Complexity,Loss,Equation
1,3.709214,"8.951815"
3,3.0282137,"11.901815 - x0"
5,0.29859436,"10.508864 - (x0 * 0.5278125)"
7,0.29827917,"(-17420.494 - (x0 * 0.5263044)) + 17430.998"
8,0.100809686,"10.120093 - exp((-7.6341534 / x0) - -2.419684)"
12,0.052522823,"((x0 * 0.4323107) + 9.789838) - exp((-7.413241 / x0) - -2.9791424)"
13,0.0395267,"10.3269205 - (exp((-6.611782 / x0) - -2.438561) - (log(x0) * 0.19939162))"
15,0.03494467,"(10.165714 - exp((-6.83335 / x0) - -2.6683326)) - ((x0 + log(x0)) * -0.15757224)"
30,0.03470204,"((x0 * 0.8469043) + (11.661192 - (exp(log(x0) / (((x0 + -0.49926573) / x0) - -3.5302198)) + 1.1043833))) - exp((-10.437131 / ((x0 / x0) + x0)) - -3.4876072)"
