Complexity,Loss,Equation
1,3.7092147,"8.951817"
3,3.0282137,"11.901815 - x0"
5,0.29859444,"(x0 * -0.5278125) + 10.508865"
7,0.2178348,"(x0 ^ 0.7066937) - (x0 - 10.029926)"
9,0.17074916,"((x0 * -0.55832475) - (0.013102843 / x0)) - -10.729944"
