Complexity,Loss,Equation
1,7.405431,"47.381817"
3,6.5204334,"x0 + 44.431892"
5,3.7007515,"4598.828 / (100.12269 - x0)"
6,0.9305799,"(x0 - log(x0)) + 44.54315"
8,0.5767481,"((33.703903 - log(x0)) * 1.3226671) + x0"
11,0.57674795,"((x0 + 44.578995) - (log(x0) * 0.32273245)) - log(x0)"
12,0.3654868,"45.637505 - (log(x0) * ((x0 - 2.8601205) * (0.43099815 / -1.1426253)))"
14,0.3654852,"exp(log(45.637505 - (log(x0) * ((x0 - 2.8601205) * (0.43099815 / -1.1426253)))))"
17,0.19737215,"(x0 + ((0.3229992 / log(x0 * 0.116967715)) + 1.9233071)) + ((34.036297 - log(x0)) * 1.2600563)"
