Complexity,Loss,Equation
1,28.686113,"25.064579"
3,7.6995683,"x0 + 22.114614"
5,6.1382856,"(x0 * 1.357119) + 21.061037"
7,5.651998,"((x0 ^ 0.7848977) * 2.3586173) - -20.129482"
9,2.5920558,"(((0.8249175 ^ x0) * x0) * x0) + 20.898464"
