Complexity,Loss,Equation
1,28.686113,"25.064552"
3,7.6995683,"x0 + 22.11455"
5,6.138284,"(x0 * 1.3570971) + 21.06117"
6,5.202754,"log(x0 + 4.7526608) * 12.781268"
8,5.169865,"(log(x0 - -7.276953) + -0.78580195) * 16.783958"
10,2.5197847,"(exp(x0) * -7.251486e-5) + ((x0 / 0.4682064) + 19.825113)"
