,id,sfr,sfrd,snr,snr_solar,snrd,mass,z,halo_volume,snr_err,snr_solar_err,snrd_err
0,1130.0,0.14212053,7733809739025246.0,0.0008905385724029611,5.094793965821438e-10,48460668449714.195,6874977.9,11.980213315300292,1.837652267068993e-17,0.00020306986848511033,1.1970890849968025e-10,11050505698175.5
1,3070.0,0.10222784,1.1094679979312044e+16,7.41935833131394e-05,3.868360113666675e-11,8052151580016.83,3770969.4000000004,11.980213315300292,9.214131474780846e-18,1.878996031082768e-05,9.782885185812391e-12,2039254634281.6963
2,139.0,0.17022695,4358592105403722.0,0.00023420785183181966,1.6507174976519632e-10,5996797181749.034,7763707.99,11.980213315300292,3.905548991128465e-17,5.322641109893104e-05,3.5778318949500724e-11,1362840697167.9507
3,1367.0,0.14572513,5776942101791669.0,3.772549207873659e-05,3.0875688630140924e-11,1495541527397.9272,2176260.2,11.980213315300292,2.5225305608447177e-17,1.869443146179286e-05,1.5202650871307594e-11,741098314207.6451
4,296.0,0.25230712,5570137442037552.0,0.00014678724929512827,7.785274548152251e-11,3240594848502.469,8177171.9,11.980213315300292,4.529639037195934e-17,5.484846178457843e-05,2.8959648674026222e-11,1210879307030.4404
5,476.0,0.33654997,1.4444503118644936e+16,0.0009046433271969608,5.510504648892427e-10,38826695961250.08,14503096.66,11.980213315300292,2.329951866364873e-17,0.00010826261107847843,6.52848064737456e-11,4646559984408.038
6,438.0,0.28015655,6037872330449401.0,0.00011767277556893509,6.076410461172375e-11,2536057770753.0146,5494738.05,11.980213315300292,4.6399879736964866e-17,0.00014526384094085796,7.493801087449674e-11,3130694341544.43
7,1086.0,0.110905774,4042464962029565.5,5.308123536879246e-06,6.126378232421321e-12,193478685897.44305,6626928.9,11.980213315300292,2.7435184977909737e-17,6.6441519679460526e-06,1.0275742378832875e-11,242176313857.39847
8,1318.0,0.25842223,1.2336602328174126e+16,2.0020127832474488e-06,1.4212378554351815e-12,95572410944.85115,4574515.4,11.980213315300292,2.0947601545834026e-17,1.9449100840656344e-06,1.3818247659178503e-12,92846433030.05876
9,239.0,0.18098171,3641311201990936.5,0.0003617486967527883,2.575014117983296e-10,7278302220658.377,5232723.1,11.980213315300292,4.9702346204588546e-17,5.248216773254459e-05,3.4610710892875265e-11,1055929382418.1566
10,710.0,0.10202509,4771052704143482.0,9.78126894440815e-05,5.64039139492204e-11,4574066011328.504,1734147.2,11.980213315300292,2.1384188422692335e-17,2.1837151288083763e-05,1.2592443875631644e-11,1021182139646.2611
11,172.0,0.11897039,5235147582676509.0,3.421374048813484e-05,2.9440469711043017e-11,1505534114923.726,3407459.1,11.980213315300292,2.2725317313628718e-17,1.3809921822375854e-05,1.025982605596594e-11,607688844639.0948
12,225.0,0.53474265,9811970905121354.0,0.0012190838196943932,7.927130847845949e-10,22368918899110.805,35419977.24,11.980213315300292,5.4499004855476206e-17,0.00011449574631007912,7.267051845052779e-11,2100877742881.837
13,1954.0,0.13973023,5652493144376689.0,0.0008950425219211153,5.247370506511179e-10,36207066424242.82,6164643.8,11.980213315300292,2.4720106054265426e-17,0.0001666767627281602,1.000735206429191e-10,6742558561936.278
14,38.0,0.1926315,5543202698233832.0,0.0005617915649807426,3.9714734785138657e-10,16166226805305.775,4600053.1,11.980213315300292,3.4750939210896256e-17,0.00014775507525287922,1.0737807687820332e-10,4251829694621.6113
15,696.0,0.10151537,6633243853352882.0,7.774693834625646e-05,6.115109666082632e-11,5080160776661.812,2220738.6,11.980213315300292,1.5304031065990042e-17,1.897531812395728e-05,1.489127015761623e-11,1239890199002.921
16,646.0,0.1673089,4775728656025738.0,0.000611052809126194,4.866960109150399e-10,17442122988609.63,7493930.3,11.980213315300292,3.503316709354903e-17,8.330267514527768e-05,6.594424177155838e-11,2377823133227.8535
17,608.0,0.13200457,4861701735167392.0,0.00043090468589822924,2.801334242643558e-10,15870132822849.857,11598569.6,11.980213315300292,2.7151926874727325e-17,7.100046322127551e-05,5.142197556399117e-11,2614932765135.054
18,845.0,0.22024156,8021982152134431.0,0.00043663105138254057,2.808013025559275e-10,15903658243514.22,13152011.16,11.980213315300292,2.7454755672997818e-17,6.767622950614485e-05,4.468789907588714e-11,2465009352558.3794
19,493.0,0.33949247,9019948574429314.0,0.0002864117470290739,2.1169665874494449e-10,7609651045617.313,8350966.6,11.980213315300292,3.7637960704391205e-17,4.574485355284857e-05,3.3932355673395195e-11,1215391394664.7893
20,708.0,0.10496894,4110154551803319.0,5.120671240253105e-07,3.79429808073927e-13,20050455121.690903,1349570.1,11.980213315300292,2.5538927715977288e-17,1.936948129301336e-06,1.4352334341886618e-12,75842970027.6559
21,3838.0,0.10529732,7507640689680491.0,4.734606666996361e-05,5.281909231828849e-11,3375748372586.7295,2054528.9,11.980213315300292,1.4025354216103438e-17,1.2128290698927183e-05,1.3604176580507244e-11,864740420245.6355
22,796.0,0.123533234,4636227346615191.0,3.037309703528458e-06,2.2120361705164393e-12,113990849682.10512,1373083.2,11.980213315300292,2.664520627751116e-17,1.936948129301336e-06,1.410656054419234e-12,72694056451.57796
23,297.0,0.12660293,1.1082980197220422e+16,6.333087646494778e-05,4.603169526841985e-11,5544064815353.24,5082990.5,11.980213315300292,1.1423184716305062e-17,1.9738926704476824e-05,1.4328881240506388e-11,1727970543652.5208
24,24.0,0.3592741,2.0265144038197456e+16,0.0001294446108065765,7.902979789483692e-11,7301427191561.218,6135446.4,11.980213315300292,1.7728672410263148e-17,2.5768086392201933e-05,1.5951680634466268e-11,1453469599747.6245
25,2315.0,0.15010902,8619961725533433.0,0.00026468847668143137,1.878750276575328e-10,15199649815738.5,4419683.9,11.980213315300292,1.7414116765200688e-17,5.825729873509081e-05,3.011119743413856e-11,3345406460780.638
26,209.0,0.18567163,4633176972279240.0,7.587443020297513e-05,7.00384397842289e-11,1893340747863.488,4960091.04,11.980213315300292,4.0074366058299065e-17,2.6504939352665025e-05,2.3874064537112642e-11,661393852471.8365
27,1529.0,0.11366241,1.0133927084564188e+16,5.315033875110448e-08,4.265050174894388e-14,4738784418.028609,1246183.2,11.980213315300292,1.121602800686503e-17,4.134334925900462e-07,3.3175980272406674e-13,36860954014.82545
28,73.0,0.30841568,4009141417863693.0,4.1933323246311877e-07,2.4229603609658305e-13,5450975223.291349,3117451.0,11.980213315300292,7.69281119956956e-17,4.2149890742265204e-07,2.167281597345697e-13,5479127155.054011
29,15.0,1.3674151,1.0189042532008016e+16,0.0035803325924127776,2.697625356593001e-09,26678190889385.605,49398411.49,11.980213315300292,1.3420447463089699e-16,0.0002876231509366724,2.1518692006826265e-10,2143171095656.261
30,276.0,0.11044752,8821103660135269.0,0.00013694961597573015,1.2347672479817213e-10,10937744539104.48,1109112.8,11.980213315300292,1.2520827807424985e-17,4.942987085430871e-05,4.4567036693029517e-11,3947811727352.1055
