SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,0.001034533656365391,0.00017078994389586739,0,0,0,0,0,4.1701234127112696e-05
II-other,0.0,0.0,0.0,-0.004806650623446282,0.0002032952579448626,0,0,0,0,0,6.283631748922444e-05
Ib,0.0,0.0,0.0,0.007296790656274838,-7.534759761497346e-06,0,0,0,0,0,4.8090375856452754e-05
Ic,0.0,0.0,0.0,0.00010003461096147789,4.2311091420297807e-07,0,0,0,0,0,2.197490273225591e-06
Long-GRB,0.0,0.0,0.0,-0.0008838422831539685,2.307082736208088e-05,0,0,0,0,0,2.2488374323632606e-05
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
