SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,1.9484453326785397e-05,0.00016224407522152598,0,0,0,0,0,2.940064691261256e-05
II-other,0.0,0.0,0.0,-0.0028636891895162165,0.00010441920533375116,0,0,0,0,0,2.028733939134441e-05
Ib,0.0,0.0,0.0,0.0003775377439473477,1.3547851428723638e-05,0,0,0,0,0,1.9562101872016235e-05
Ic,0.0,0.0,0.0,1.2056144013185701e-05,-5.6419384631195936e-08,0,0,0,0,0,inf
Long-GRB,0.0,0.0,0.0,-7.782432494006575e-07,1.985325186164371e-08,0,0,0,0,0,inf
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,0.0015835183073770397,-3.2147804057137397e-06,0,0,0,0,0,7.606008125360669e-06
