SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,-1.848908017476766e-05,6.031367353455209e-07,0,0,0,0,0,3.4150676759441635e-07
II-other,0.0,0.0,0.0,8.203386749604253e-06,-2.5342894877599068e-08,0,0,0,0,0,2.216161214288882e-07
Ib,0.0,0.0,0.0,-2.578927766339537e-07,7.576442999281891e-09,0,0,0,0,0,
Ic,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Long-GRB,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
