Complexity,Loss,Equation
1,28.686115,"25.064547"
3,7.6995683,"x0 - -22.11455"
5,6.138284,"(x0 * 1.3570995) + 21.061157"
8,5.434863,"(log(x0 + 3.1715958) * 10.114517) + 8.211074"
