z,sfr,num
11.980213315300293,1604.9924,497420
7.23627606616736,13805.404,4086656
4.176834914726472,74874.05,5850204
2.8957850057274284,114284.94,5816056
2.1032696525957713,104319.4,5652823
1.4955121664955557,88554.445,5419227
0.9972942257819404,66471.92,5127294
0.7574413726158526,54098.977,4958935
0.524565820433923,41536.734,4782102
0.2613432561610123,27336.885,4576552
0.009521666967944764,17613.43,4378491
