,x,y,Redshift,Halo_ID,Halo_SFR,Halo_Volume,Number_of_Subhalos,Mass,Age_Myr,Age_Log(yrs),Z,ccSNRate,IMF,ccSNe,Mean,Std,FWHM
883,4348.297840287126,20243.41801649642,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1649132.8,160.6626080802025,8.205914812706103,0.035371874,15.55964508683589,imf_chab100,II-other,13.503152319805348,5.686463745668124,13.390598813641073
885,4352.104909960254,20245.872185049317,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1204532.5,20.47240396878891,7.311168842617549,0.025848607,96.43807249919689,imf_chab100,II-other,150.97591892341842,100.54780920269624,236.77199659445648
886,4350.7549692363455,20244.7886799946,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1143615.9,53.94731818289422,7.731969860004663,0.021889219,51.547204521322506,imf_chab100,II-other,57.71915527681222,73.18304868776966,172.3329100064359
887,4352.225916160012,20245.823338509963,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1179680.6,8.674598217674578,6.938249368663168,0.027287092,278.373192010426,imf_chab100,II-other,356.77055181304934,82.89472701121431,195.20216479337594
888,4352.116751545552,20245.411843420876,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1678820.1,173.02863048816786,8.238117970378834,0.03381987,23.98469061094552,imf_chab100,II-other,13.145895845811182,5.686463745668124,13.390598813641073
890,4350.433026136071,20245.063996852765,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1282894.5,64.79677784996474,7.811553410241386,0.026591942,63.89705159104671,imf_chab100,II-other,11.934127775637574,28.20294873227714,66.41286900374641
891,4351.435490341408,20249.944210193473,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,926458.0,68.48038445142856,7.835566189821336,0.021546438,71.16755126511333,imf_chab100,II-other,17.839818069751217,28.20294873227714,66.41286900374641
894,4351.965401283468,20245.998001893106,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1053461.6,52.27325971037633,7.7182795831298545,0.026973367,44.85286414427651,imf_chab100,II-other,23.295599148412037,73.18304868776966,172.3329100064359
895,4352.721782544343,20246.977893076462,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1558128.1,51.3758462716547,7.710758988715421,0.022841934,132.98693781069704,imf_chab100,II-other,51.26854874905797,73.18304868776966,172.3329100064359
896,4351.286730426109,20249.57564085109,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1433550.5,67.76803131312991,7.831024869404773,0.017201444,21.416205803558892,imf_chab100,II-other,22.925571424377836,28.20294873227714,66.41286900374641
897,4351.957630243117,20248.231620919832,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1171254.2,124.51533369808443,8.09522283681657,0.030542048,5.871410138154687,imf_chab100,II-other,5.322788115718996,2.3840515697138045,5.614012424749567
898,4353.206177392916,20248.018472384476,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1563765.4,49.87983991951417,7.697925051017748,0.022809885,67.37094747499327,imf_chab100,II-other,51.4855449006962,73.18304868776966,172.3329100064359
899,4350.7657006730215,20245.75968998899,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,937940.9,54.6640939546208,7.737702154164548,0.020415938,123.34821981065869,imf_chab100,II-other,67.69439030073474,73.18304868776966,172.3329100064359
900,4352.105280009794,20246.495348475593,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1352589.1,61.34517330592936,7.787780397722123,0.024656737,23.89271117808541,imf_chab100,II-other,14.199257559623511,28.20294873227714,66.41286900374641
901,4351.515050992625,20248.73932888946,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,769992.75,14.885008222655484,7.172749078892244,0.022717511,58.39424995397302,imf_chab100,II-other,195.26650759947574,164.83346710877703,388.1531524396978
902,4350.9955014377,20244.80940276887,2.8957850057274284,0.0,38.366302,8.986219497443108e-15,5816056.0,1954140.1,29.91509204958076,7.475890343516474,0.025491774,165.81467620820035,imf_chab100,II-other,88.48500263826554,136.3899957918208,321.17389603226644
