z,sfr,num
11.980213315300293,203.47043,497420
7.23627606616736,7432.399,4086656
4.176834914726472,58329.785,5850204
2.8957850057274284,87076.586,5816056
2.1032696525957713,78355.95,5652823
1.4955121664955557,65510.375,5419227
0.9972942257819404,48662.387,5127294
0.7574413726158526,39779.566,4958935
0.524565820433923,30526.396,4782102
0.2613432561610123,20168.066,4576552
0.009521666967944764,13514.776,4378491
