Complexity,Loss,Equation
1,3.709214,"8.951815"
3,3.0282137,"11.901815 - x0"
5,0.29859442,"(x0 * -0.5278138) - -10.508872"
7,0.29859436,"((x0 * -0.2764988) - -5.5051475) * 1.9089165"
9,0.1707491,"((x0 / -1.7911611) + 10.729854) - (0.0131019335 / x0)"
12,0.15149462,"(((log(x0) * 0.29784727) - -9.422167) + (x0 * -0.640069)) + 1.3846902"
15,0.075064935,"(exp(-0.31963196 / (x0 - -0.9073283)) / exp(0.08675982 - (x0 * -0.09479634))) * 14.587346"
16,0.046925977,"((exp(-0.441075 / exp(x0)) * 10.649675) / exp((0.18263073 - x0) * -0.14793816)) + 2.3801756"
21,0.041599646,"((7.953258 / exp((-1.5667133 - x0) * -0.18374483)) + 1.540169) * exp(0.65662354 / exp(exp((x0 * -0.057631236) - x0)))"
