,id,sfr,sfrd,snr,snr_solar,snrd,mass,z,halo_volume
0,4388.0,1.1154121,7039501605513385.0,0.0010699825698403788,7.823233724707699e-10,6752790307961.231,16961399.26,7.23627606616736,1.584504361965628e-16
1,31267.0,0.23135507,7393461404587948.0,7.216865012137225e-05,6.612303431826055e-11,2306308348001.957,1091429.8,7.23627606616736,3.129184793693988e-17
2,40490.0,0.16650063,7443533811465935.0,0.00017254465669328044,1.1548623431954277e-10,7713736495076.415,1494071.2,7.23627606616736,2.236849246839241e-17
3,18173.0,0.8868518,1.9658717461840636e+16,0.0009528441976245784,5.276550498391087e-10,21121561535146.945,17733583.8,7.23627606616736,4.511239360967775e-17
4,14701.0,0.6802212,7304219730019051.0,0.001429872542252924,9.346776674984678e-10,15353980785274.418,37627014.6,7.23627606616736,9.312715459591271e-17
5,20926.0,0.3309806,7955597538688767.0,0.0005477758118134248,3.681366577365396e-10,13166584084433.115,5997208.8,7.23627606616736,4.160348715359373e-17
6,9505.0,1.077247,8971604662208275.0,0.001507624755553429,1.0172088722951056e-09,12555907127876.664,35776745.14,7.23627606616736,1.2007294576161652e-16
7,61677.0,0.24163167,8441860362064968.0,0.0002362540470917028,1.7078679570477567e-10,8253982913418.908,3003820.1,7.23627606616736,2.862303563866275e-17
8,11556.0,1.1797919,1.1858542960084934e+16,0.0008308004204829282,5.531784167423025e-10,8350695133229.371,23145430.0,7.23627606616736,9.948877395571284e-17
9,967.0,7.080818,1.8269450279344172e+16,0.010431115913346015,7.792197104346185e-09,26913663581940.785,215938447.25,7.23627606616736,3.875769599923717e-16
10,5172.0,1.7095388,6787755864132385.0,0.0008791116420742342,4.80953077483394e-10,3490529260708.4634,25782228.0,7.23627606616736,2.5185625915532457e-16
11,8685.0,1.1701957,9450894194770898.0,0.001200267430990935,9.40988835068329e-10,9693763612124.713,35622043.86,7.23627606616736,1.2381851662750175e-16
12,3763.0,2.0333335,9070829644014650.0,0.002716551035163745,1.8559740370206406e-09,12118706380061.11,119121025.36,7.23627606616736,2.2416179994535413e-16
13,12945.0,0.58151215,6219561400821710.0,0.00010256234971999358,6.341612248200595e-11,1096955294048.541,6490620.9,7.23627606616736,9.349729225652027e-17
14,1914.0,4.7488427,1.2719765804374594e+16,0.007142860716805862,5.2922608442883046e-09,19132138339944.977,146566432.65,7.23627606616736,3.7334356410609173e-16
15,38409.0,0.15525772,4569396260911955.0,0.00024800399855289765,1.42642678879107e-10,7299015750577.972,3473334.8,7.23627606616736,3.397773165967747e-17
16,10606.0,0.45937482,5260121994141288.0,7.564144188046816e-05,5.419192706074862e-11,866140665054.3243,3323866.6399999997,7.23627606616736,8.733159050524886e-17
17,20639.0,0.35772496,6178752134050600.0,0.00012679089154581016,6.242275383087654e-11,2189977159314.946,3936581.5,7.23627606616736,5.789598809581742e-17
18,507.0,8.539183,1.2831958830912394e+16,0.022006872923209093,1.678685586870944e-08,33070059202120.363,649223072.99,7.23627606616736,6.654621568321254e-16
19,12871.0,0.95046383,9099655062941442.0,0.0010452936478684888,7.614717385866551e-10,10007547194180.996,38409600.3,7.23627606616736,1.0445053394065299e-16
