SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
II-other,0.0,0.0,0.0,-3.94051482610331e-06,1.003821525645533e-07,0,0,0,0,0,2.1541673164484494e-07
Ib,0.0,0.0,0.0,-1.5135975792190693e-05,4.319895543348305e-07,0,0,0,0,0,7.626536973265944e-07
Ic,0.0,0.0,0.0,-1.045960155265971e-05,9.196380877492791e-07,0,0,0,0,0,3.0455286882199725e-06
Long-GRB,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Pair-Instab,0.0,0.0,0.0,-0.00011385000324513981,2.832239735711808e-06,0,0,0,0,0,3.7649733368728876e-06
Low-mass,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
