mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,0.0,0.0,4.037252004652311e-06,1.2766911587201132e-06,0.00032897493596547645,1.2028515494483194e-05,7.741389464170371e-15,7.741389464170371e-15,0.0,0.0,1.0889480138223227e-06,7.550496359844662e-08,0.0,0.0,0.0,0.0
em4,0.0,0.0,0.0,0.0,0.00033309208712197825,1.2098449195271731e-05,2.3177071124936943e-14,1.6388664404153565e-14,0.0,0.0,1.5558684262668085e-05,8.316467045614146e-07,0.0,0.0,0.0,0.0
001,0.0,0.0,0.0,0.0,0.00032431077081461116,1.1748538941472154e-05,7.244616859099323e-06,1.5445574174796822e-06,0.0,0.0,3.7662302921498947e-05,1.6628311998793997e-06,0.0,0.0,0.0,0.0
002,0.0,0.0,0.0,0.0,0.000313316756527332,1.1596373202715153e-05,1.9410489540026255e-05,2.5938357220439816e-06,3.1853114297890083e-14,3.1853114297890083e-14,3.214782248280537e-05,1.7805032174364831e-06,0.0,0.0,0.0,0.0
003,0.0,0.0,1.0520354891537074e-06,5.26017758312641e-07,0.0002781541986352808,1.1046914924997452e-05,4.589412592489065e-05,4.189541159458412e-06,3.2844985802346828e-06,9.903135227796015e-07,3.024981688478525e-05,1.5855211065824982e-06,0.0,0.0,0.0,0.0
004,0.0,0.0,2.262906197278185e-06,8.000581710593143e-07,0.00019784218335833822,9.892108824522225e-06,6.618715559659504e-05,5.299213454478399e-06,2.9606405134986733e-05,3.0866809221246105e-06,2.9277181663685428e-05,1.3816754982055909e-06,0.0,0.0,0.0,0.0
006,0.0,0.0,1.9787143371744316e-06,8.078067347252036e-07,0.00012693792557332318,8.109766110447406e-06,0.00010561779965736078,6.653296228393177e-06,4.82557713485899e-05,4.021314164584264e-06,0.0,0.0,0.0,0.0,0.0,0.0
008,0.0,0.0,1.925012147586914e-06,7.858829072205943e-07,7.041666480661213e-05,7.006720577342614e-06,0.00014188885619008406,8.261089158652122e-06,9.802523332810229e-05,5.837317249642096e-06,0.0,0.0,0.0,0.0,0.0,0.0
010,0.0,0.0,1.1571683811790868e-06,5.785842043253307e-07,8.540889893585422e-07,4.2704448781137743e-07,2.187634288783253e-05,2.8725046281018416e-06,0.00022291020126018982,9.436540834263647e-06,0.0,0.0,0.0,0.0,0.0,0.0
014,0.0,0.0,1.1571683811790868e-06,5.785842043253307e-07,1.6595401052367345e-06,6.77504379140696e-07,3.7757651262782436e-05,1.2585883525331024e-05,0.0002937471536873206,1.0939716033200771e-05,0.0,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,6.80532570813993e-07,4.812091888296457e-07,1.430135493240104e-06,5.838503540914274e-07,1.4686254357249286e-05,2.596187563549479e-06,0.0002844921175467472,1.2219982754719016e-05,0.0,0.0,0.0,0.0,0.0,0.0
030,0.0,0.0,0.0,0.0,1.6889520658795832e-05,2.7398420590494627e-06,9.405955356630832e-06,2.1032356364013472e-06,0.00013529152319922968,7.972129400731637e-06,0.0,0.0,0.0,0.0,0.0,0.0
040,0.0,0.0,0.0,0.0,6.46258883191208e-05,5.780314968471218e-06,1.461187300852546e-05,2.5059156945449352e-06,0.00030713368114636133,1.2830693715636922e-05,0.0,0.0,0.0,0.0,0.0,0.0
