mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,0.0,0.0,7.519195002435342e-05,3.6303017224195336e-06,0.00012420042345485775,3.7758040962280797e-06,1.4463011833509265e-14,1.022689371681738e-14,0.0,0.0,2.496133396080226e-05,1.0702083560834153e-06,0.0,0.0,0.0,0.0
em4,0.0,0.0,6.802398421967653e-05,3.3553757360193163e-06,0.00013087179180511717,3.879492339505756e-06,0.0,0.0,0.0,0.0,1.8347792852054266e-05,1.3791045914431959e-06,0.0,0.0,0.0,0.0
001,0.0,0.0,7.5046579167685e-05,3.5575493005108154e-06,0.0001472285720228593,3.995233792841654e-06,1.526682639390835e-14,1.0795276562995627e-14,0.0,0.0,1.622853258938399e-05,6.002339575089137e-07,0.0,0.0,0.0,0.0
002,0.0,0.0,6.445103402372249e-05,3.440141631176539e-06,0.00015901074843869436,4.193214018903802e-06,3.5081816661206646e-07,1.5689065313968464e-07,0.0,0.0,1.3754002281074878e-05,6.817606310049383e-07,0.0,0.0,0.0,0.0
003,0.0,0.0,5.469218922521454e-05,3.3346414413758557e-06,0.00016631007971628698,4.33770394906755e-06,1.249384707784948e-06,3.225897436564105e-07,0.0,0.0,9.693991031701046e-06,4.529705106938385e-07,0.0,0.0,0.0,0.0
004,0.0,0.0,5.8858205889541206e-05,3.629352459002186e-06,0.00013065336501878074,3.893600640295638e-06,3.3724314074197334e-06,5.96167282868885e-07,4.856259349200324e-07,1.8354934211096494e-07,9.214559705748275e-06,4.296310456717644e-07,0.0,0.0,0.0,0.0
006,0.0,0.0,4.165369521996946e-05,3.232953775300258e-06,0.00014235872415807366,4.323838142483979e-06,9.39878943564197e-06,1.0254919217709183e-06,1.959682911525148e-06,4.619017161795116e-07,0.0,0.0,0.0,0.0,0.0,0.0
008,0.0,0.0,4.27629718800321e-05,3.3190501385804987e-06,0.00010925801366218251,3.887225677345772e-06,2.6878237228320686e-05,1.686490611366201e-06,4.0849600291894385e-06,6.808266643093248e-07,0.0,0.0,0.0,0.0,0.0,0.0
010,0.0,0.0,4.7537535468461024e-05,3.430726303948028e-06,6.207620280766344e-05,3.1273537451401494e-06,0.00010274577455145506,3.4714580939158045e-06,3.928665363195307e-06,6.211765562356025e-07,0.0,0.0,0.0,0.0,0.0,0.0
014,0.0,0.0,4.7276169527543634e-05,3.625917023301284e-06,4.8964004603749904e-05,2.9798545208096083e-06,0.00011185203000064135,3.6137750229234157e-06,6.517331662393985e-06,7.903425685665801e-07,0.0,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,6.852957770647975e-05,4.283098552488123e-06,5.2360058829545124e-05,3.721067355842481e-06,0.00012513019980205263,4.049117946824608e-06,4.152950447288277e-06,6.566390805673567e-07,0.0,0.0,0.0,0.0,0.0,0.0
030,0.0,0.0,6.176681036051729e-05,4.65584846105446e-06,6.019764404485189e-05,3.733299446544674e-06,0.00011783023585551574,4.147820672154419e-06,4.241016230991765e-07,2.1205081371626271e-07,0.0,0.0,0.0,0.0,0.0,0.0
040,0.0,0.0,4.471226996417187e-07,2.2356135415420826e-07,8.558209876222222e-05,5.123666411865749e-06,0.00011486261550541581,4.245444306932839e-06,3.229082534697125e-06,6.591337028813303e-07,0.0,0.0,0.0,0.0,0.0,0.0
