mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,0.0,0.0,0.00012042414948360691,6.884190861077943e-06,8.571560959231073e-05,4.123994285513238e-06,0.0,0.0,0.0,0.0,1.0070045682013744e-06,2.2517306129434253e-07,0.0,0.0,0.0,0.0
em4,0.0,0.0,0.00011380498553786587,6.6599330906399435e-06,8.729672546356362e-05,4.097038335623153e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001,0.0,0.0,2.7089731689296284e-05,3.5267826388367053e-06,4.0449983255285445e-05,2.6275087209340204e-06,0.0,0.0,0.0,0.0,2.057524175588856e-06,1.7327479053904084e-07,0.0,0.0,0.0,0.0
002,0.0,0.0,2.7978400404131843e-05,3.6424777573289075e-06,4.848372591834226e-05,2.8228317983649685e-06,0.0,0.0,0.0,0.0,2.6354593112123566e-06,2.3958719826393583e-07,0.0,0.0,0.0,0.0
003,0.0,0.0,2.8309509216977185e-05,3.8886102929391164e-06,6.212137072971771e-05,3.195178434371361e-06,9.240472561472215e-07,1.848094555730797e-07,0.0,0.0,1.183653857430592e-06,1.1662887631454697e-07,0.0,0.0,0.0,0.0
004,0.0,0.0,5.4676373099170844e-05,4.5096313600052815e-06,5.8580502115567635e-05,3.1179255752819344e-06,2.303756289041138e-06,1.5711487265112484e-07,0.0,0.0,4.222019712286277e-08,2.9854186330666195e-08,0.0,0.0,0.0,0.0
006,0.0,0.0,5.6416783112292966e-05,4.820011258703017e-06,5.44374275427316e-05,2.99668211408211e-06,1.2847397445681752e-06,4.0627036350581763e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008,0.0,0.0,5.421012292922611e-05,4.948684291112184e-06,4.9926438362293075e-05,2.892160997715682e-06,8.085360037424763e-07,3.300834325492058e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010,0.0,0.0,6.241564117054025e-05,4.919041585531177e-06,3.960908149919707e-05,2.6174416942958076e-06,5.713287267631794e-06,9.522145373659064e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.1166489156765711e-07,1.4966968607243706e-07
014,0.0,0.0,6.1976286791135e-05,4.854357252720093e-06,3.352046004311493e-05,2.451258981009192e-06,2.75112445862014e-05,2.028155900893877e-06,3.092176721675914e-07,2.1864991992508098e-07,0.0,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,6.181194100126878e-05,4.812052849880919e-06,2.3970710431978886e-05,2.1270566570773673e-06,1.94135568770825e-05,1.7871627112798567e-06,2.932580914326569e-07,2.0736479457427812e-07,0.0,0.0,0.0,0.0,8.093889851486762e-07,3.3043166180107105e-07
030,0.0,0.0,9.550538632510635e-05,7.059961063652068e-06,1.0008189490226603e-05,1.3374005904737994e-06,6.448393701902381e-05,3.5824408972387077e-06,5.519623676114219e-07,2.759811729466224e-07,0.0,0.0,0.0,0.0,3.841771569081829e-06,7.841983321308702e-07
040,0.0,0.0,9.306117706438874e-05,7.598413313416318e-06,1.0742253451995661e-05,1.3642675609922426e-06,6.73206415202029e-05,3.6836217579648157e-06,2.5870429789694206e-07,1.8293155863972976e-07,0.0,0.0,0.0,0.0,1.6556761324617686e-05,1.7452359006680075e-06
