mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,0.0,0.0,1.290061608484876e-06,3.724087198056669e-07,3.326185537270155e-07,1.6630927686350774e-07,1.5128319914599592e-07,1.5128319914599592e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.806231680897159e-07,3.5951288970918127e-07
em4,7.019718730306146e-08,4.963691079917113e-08,7.010361694810511e-07,2.478537190724664e-07,7.515771449170873e-07,3.3611550570761706e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001,0.0,0.0,1.2660478723218541e-05,2.350991937412605e-06,8.545229199362465e-07,3.488574946188317e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002,0.0,0.0,1.2952465474110164e-05,2.405212553964433e-06,7.189461747880264e-07,2.9350852934809745e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4980013738781594e-07,1.4980013738781594e-07
003,0.0,0.0,1.88547025649799e-05,2.7502409087497013e-06,5.494379014054756e-07,2.747189452473766e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004,0.0,0.0,2.4136944949732117e-05,2.530239230680602e-06,8.377923637163491e-07,2.9620432880727475e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.076271459208737e-06,4.0679237746385933e-07
006,0.0,0.0,6.026662968659168e-06,1.0186918676712678e-06,9.140608224764371e-07,4.0878041472964975e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5172807293948827e-07,1.7799862655826938e-07
008,0.0,0.0,2.4751940908400555e-06,4.5963198024373683e-07,0.0,0.0,5.841863699764853e-07,4.1308213613613784e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0192793555167231e-07,1.0192793555167231e-07
010,2.2128517180459855e-07,1.2775905982741855e-07,2.6114290798682336e-06,5.222858432504527e-07,3.5421189342930116e-07,2.0450433897606799e-07,1.7440719863275557e-07,1.7440719863275557e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014,3.8417234969825307e-07,1.7180709711939473e-07,1.2787074743685308e-06,3.417489244209898e-07,2.0276693191360102e-07,1.4337786799247946e-07,3.696443246350145e-07,2.134142585247656e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.163101769981024e-07,2.163101769981024e-07
020,0.0,0.0,1.0012807551441873e-06,3.3376024625936793e-07,0.0,0.0,5.761152722181586e-07,3.3262029944259303e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0192793555167231e-07,1.0192793555167231e-07
030,2.3347318515408561e-07,1.650904837116008e-07,1.1645339113979517e-06,4.1172492410501526e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4258548223647113e-07,1.9779181708915895e-07
040,0.0,0.0,8.775727483324053e-07,3.316913168980031e-07,0.0,0.0,1.4980013738781594e-07,1.4980013738781594e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.535304806304128e-07,2.4998380848801826e-07
