mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,0.0,0.0,9.630366232473011e-05,5.434730005842899e-06,8.191241885356142e-05,3.81091071847972e-06,0.0,0.0,0.0,0.0,4.156493998109602e-06,3.5511327486424214e-07,0.0,0.0,0.0,0.0
em4,0.0,0.0,0.00011435136848788124,5.710434728638763e-06,0.00011874105895640957,4.450009309813363e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001,0.0,0.0,0.0001039557629385216,5.426446869400954e-06,9.868525475941993e-05,4.094154339480362e-06,0.0,0.0,0.0,0.0,6.696090780659977e-06,2.834681228436025e-07,0.0,0.0,0.0,0.0
002,0.0,0.0,8.089291636670657e-05,4.9138947529016955e-06,8.992426104552621e-05,3.9321132784186495e-06,0.0,0.0,0.0,0.0,5.761646904616929e-06,2.4478892424764816e-07,0.0,0.0,0.0,0.0
003,0.0,0.0,6.35113444382136e-05,4.9146556695122895e-06,6.44547908080836e-05,3.206745937243929e-06,8.569342524848726e-07,5.777449800146606e-08,0.0,0.0,4.48546397731085e-06,2.220635713975192e-07,0.0,0.0,0.0,0.0
004,0.0,0.0,8.853814056915905e-05,5.610876869584142e-06,6.279204720471829e-05,3.1918989039027667e-06,1.5473741814951533e-06,9.070868596017258e-08,0.0,0.0,2.201684023567362e-06,1.8741978454275693e-07,0.0,0.0,0.0,0.0
006,0.0,0.0,0.00012163377244847544,6.548542405858102e-06,0.00011099762647607022,4.247206304097056e-06,2.958856366668298e-07,2.092227522542462e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008,0.0,0.0,0.00010515799751246161,6.484319731527403e-06,8.983530789781133e-05,3.891199041075553e-06,2.523156609106228e-07,1.7841412455901424e-07,2.8839362929881653e-07,2.039250829338954e-07,0.0,0.0,0.0,0.0,0.0,0.0
010,0.0,0.0,0.00012627906309100567,6.627931736784644e-06,0.00011939694829512846,4.440420612172861e-06,2.6252347617767776e-06,5.870202882843177e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014,0.0,0.0,0.00012739968846985767,6.761672879132921e-06,1.852732286678819e-05,1.7506674767070112e-06,8.091898384412447e-05,3.6008474254196454e-06,1.015825452346196e-06,3.5914853896081703e-07,0.0,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,9.23068569167812e-05,5.791847611069081e-06,8.810482549089785e-06,1.1189324419244e-06,8.135483075415504e-05,3.809789166220771e-06,5.84383082004828e-07,2.92191541002414e-07,0.0,0.0,0.0,0.0,0.0,0.0
030,0.0,0.0,9.400268111688231e-05,5.852351554957565e-06,7.241510502863895e-06,9.508569266241796e-07,8.107851932134878e-05,3.852156609379644e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.9148582707370285e-07,2.0611160128516436e-07
040,0.0,0.0,7.68593638540276e-05,5.1353819115111125e-06,8.884597959606074e-06,1.2564719607834022e-06,4.576997078003659e-05,2.9730791913777733e-06,3.139917062003357e-07,2.2202568141408546e-07,0.0,0.0,0.0,0.0,1.6901791448697187e-06,4.879126906290235e-07
