mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,2.0546252363407927e-15,1.1862384585636953e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
em4,6.411525425063455e-16,6.411525425063455e-16,2.508229684972269e-07,2.508229684972269e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001,1.8506979380933674e-16,1.8506979380933674e-16,6.357247427046049e-07,3.670358566495209e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002,0.0,0.0,8.882053640719998e-07,3.6260829461033626e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003,0.0,0.0,3.984460237438831e-07,1.9922301734026162e-07,0.0,0.0,3.940954829926497e-08,2.2753114044220773e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004,0.0,0.0,5.701844934629515e-07,2.8509226040227586e-07,1.3989963007908501e-07,1.3989963007908501e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006,0.0,0.0,4.0492130759344047e-07,2.8632263241427646e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008,0.0,0.0,7.082838541507174e-07,3.167541616102934e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010,5.969347495990628e-08,4.220966173409616e-08,1.4432884628508584e-07,1.4432884628508584e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014,0.0,0.0,9.958437760018618e-08,9.958437760018618e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
020,1.1286504043932046e-14,1.1286504043932046e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030,0.0,0.0,0.0,0.0,1.4432884628508584e-07,1.4432884628508584e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040,0.0,0.0,0.0,0.0,3.296728490034971e-07,2.3311390970009983e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
