mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,0.0,0.0,8.937872351504754e-05,4.805029640125302e-06,5.402559492650948e-05,2.4258207560355958e-06,2.0040379360716075e-06,4.2726231031279036e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.18512389106466e-06,4.285380552898648e-07
em4,3.1527337979647937e-15,3.1527337979647937e-15,8.219199620694097e-05,4.524520865935644e-06,4.1143416822655305e-05,2.0701499409390014e-06,4.432566042803466e-06,6.088597938483379e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.298822891001625e-06,6.204816828684734e-07
001,0.0,0.0,9.064192453895423e-05,4.282428599226589e-06,4.1326838907357817e-05,2.033560898604187e-06,3.909508272650784e-06,5.642889110576989e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.895395297593436e-06,4.82565864661242e-07
002,0.0,0.0,7.539387519629903e-05,4.169290747292923e-06,3.467294732197425e-05,1.8586651118048e-06,5.8867939058915745e-06,7.246142398671334e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.641701998207615e-06,5.31196814268918e-07
003,0.0,0.0,7.018588044738364e-05,3.929654787777799e-06,3.592118165847669e-05,1.8984936019535352e-06,4.454782433532396e-06,6.177671653735369e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.581565568671086e-06,5.399412952858086e-07
004,0.0,0.0,7.262841039583202e-05,4.004133858807215e-06,2.585060719091639e-05,1.6549156291024097e-06,7.733309444004417e-06,8.243735149105041e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.334771032430106e-06,8.941089051927087e-07
006,0.0,0.0,4.349699761837551e-05,5.056423397473669e-06,1.4324690238080229e-05,1.2106572625843776e-06,9.626982243331314e-06,9.5321332942334e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2083896217081372e-05,1.0438896532256076e-06
008,0.0,0.0,7.474799727031301e-05,4.266093642515149e-06,1.6697000633090056e-05,1.3587826171559184e-06,1.2522409195427501e-05,1.089935827689879e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.5470776453434994e-05,1.2192680547143284e-06
010,0.0,0.0,6.634454624435083e-05,3.856198390142431e-06,8.054300627334691e-06,8.949222888809105e-07,3.4094845660318407e-06,5.76308084642222e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.7215032737059337e-05,1.3013340385938276e-06
014,0.0,0.0,7.364470355763723e-05,4.047878874250775e-06,6.590058704714191e-06,8.051038432129183e-07,3.531478141949205e-06,6.24283018661083e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1310060924640358e-05,1.1090427322083882e-06
020,0.0,0.0,7.194073893394212e-05,4.0091004639919755e-06,7.024676671864765e-06,8.057856209078676e-07,1.6576610748279557e-06,4.4302855482806535e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.3478008753634787e-05,1.1515040273845708e-06
030,0.0,0.0,7.419219764468574e-05,4.017732962066669e-06,5.238012535731219e-06,6.173057222022763e-07,4.701554222381789e-06,8.885102651030347e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.157684507381939e-06,9.236759236674276e-07
040,0.0,0.0,7.70248576917701e-05,4.469435316558731e-06,6.092665199505587e-06,6.98876607733565e-07,3.6801326200336004e-06,6.833834552465626e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.8375345664429383e-06,4.744493623878732e-07
