mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,1.6254179127241563e-07,1.1493440322218621e-07,5.5265383009856985e-05,4.0631915856837375e-06,1.3715854105185178e-05,1.2367170588627933e-06,2.624654109888696e-06,4.873860391298077e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.784345189079678e-07,2.3614488978378693e-07
em4,0.0,0.0,9.343701073474132e-05,5.190945088853252e-06,2.0770277953679346e-05,1.612086207176807e-06,8.105391303265175e-07,3.309011939671854e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0553048069603759e-06,3.7310660937597814e-07
001,0.0,0.0,5.6013785283731055e-05,4.222197715128e-06,9.17169758595419e-06,1.0190775191573234e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625096966819105e-07,2.5633306161296763e-07
002,0.0,0.0,6.94272784306022e-05,3.955986488454075e-06,1.3404506315682806e-05,1.2554470883669906e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3784221116511316e-07,1.6817983899444326e-07
003,0.0,0.0,7.642866147227708e-05,4.232992287960413e-06,1.0757908740000271e-05,1.1215895606810831e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.020927972891139e-07,3.274529968150961e-07
004,0.0,0.0,7.754692277550422e-05,4.308162366810044e-06,9.832234865999897e-06,1.014117556121438e-06,2.479427471240238e-06,7.475754836755085e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.368541093353411e-07,9.677047318424336e-08
006,0.0,0.0,7.607788627378691e-05,4.169042432991302e-06,8.575493791529725e-06,1.0106316789517244e-06,1.0844593531349118e-06,3.429361552824825e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.755573322478353e-06,7.114859985619687e-07
008,0.0,0.0,6.078221485875786e-05,3.5328945343396555e-06,9.627098382716232e-06,1.1589665299764514e-06,1.592081040224413e-06,5.306936685465751e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010,0.0,0.0,4.320362980134901e-05,3.117953585965257e-06,3.424562754435227e-06,6.590574271828039e-07,1.0550347005467493e-06,3.5167823063352577e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.926830904738898e-06,6.093174175751776e-07
014,2.2203838347017918e-16,2.2203838347017918e-16,2.0913823430641965e-05,2.44777789920846e-06,1.295590400397309e-06,3.2389760442241324e-07,7.484116722630457e-07,3.3469988099408844e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.0720368790362492e-07,1.4651513443241166e-07
020,0.0,0.0,2.3379934759444475e-05,2.7178620921730353e-06,9.796950702639814e-07,2.717185269828007e-07,1.074005007171135e-06,4.384606632028949e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.794091586479186e-08,8.794091586479186e-08
030,0.0,0.0,2.0273742993574513e-05,2.266673364567918e-06,3.01617638260072e-07,1.3488750292672922e-07,5.847093658447846e-07,2.387065949195785e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040,2.2203838347017918e-16,1.5700485188588574e-16,3.462026963606187e-06,5.851893407916366e-07,3.01617638260072e-07,1.1400074633756801e-07,9.217473014432536e-07,5.32171083188971e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.0323288153049697e-07,1.4370735059501227e-07
