SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,0.000455495890770116,0.00010641826868099391,0,0,0,0,0,2.4993525111833468e-05
II-other,0.0,0.0,0.0,-0.00316880225970694,0.00013205710604096988,0,0,0,0,0,4.036012348502507e-05
Ib,0.0,0.0,0.0,0.0048799069378651075,-5.6129021765404396e-06,0,0,0,0,0,3.0961810365940845e-05
Ic,0.0,0.0,0.0,6.576483685672071e-05,2.5371809964981055e-07,0,0,0,0,0,1.397692591815721e-06
Long-GRB,0.0,0.0,0.0,-0.0004326394388760298,1.1258799042702628e-05,0,0,0,0,0,1.1062827850934365e-05
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
