Complexity,Loss,Equation
1,27.480488,"18.602724"
3,6.280401,"21.552721 - x0"
5,4.641928,"(16.568993 - x0) * 1.3659341"
7,4.6419277,"(16.574272 - (x0 / 0.9996802)) * 1.3655045"
8,3.3078985,"(23.632471 - (x0 * 1.7427385)) + log(x0)"
10,3.292084,"((13.805077 - (log(x0) * -0.52818394)) - x0) / 0.5867041"
