Complexity,Loss,Equation
1,27.480486,"18.602734"
3,6.2804017,"21.552727 - x0"
5,4.4446235,"22.287237 - (x0 ^ 1.1289916)"
7,3.218674,"21.287766 ^ ((x0 ^ -0.016594773) ^ x0)"
9,2.738091,"21.287766 ^ ((x0 ^ -0.016594773) ^ (-0.8069003 + x0))"
