,id,sfr,sfrd,sn,snr,snrd,mass,z,halo_volume
0,146633.0,1.0818537,2692153639124040.0,0.0,0.0,0.0,5427562.3,0.524565820433923,4.018543682937829e-16
1,263184.0,1.8754878,1240851382125036.8,73.51448250385258,1.543658259992732e-11,10213.078887747022,6463510.460000001,0.524565820433923,1.5114524003576544e-15
2,248057.0,3.633767,4207247324573146.5,673.1456327877864,7.70268013042182e-11,89183.15448062557,64002586.839999996,0.524565820433923,8.636922718510897e-16
3,103463.0,6.659909,2679221820783276.5,1641.7842561671584,2.0845042928716753e-10,83857.74320607394,109504988.63,0.524565820433923,2.48576245099891e-15
4,332088.0,5.2940235,5111063690295909.0,527.6901639245233,6.593507196862008e-11,63656.37633755531,140453464.9,0.524565820433923,1.0357968166296706e-15
5,348830.0,9.982719,5089971302963784.0,2395.694853121424,2.4623862756539096e-10,125551.72072749189,593919131.29,0.524565820433923,1.9612525112248217e-15
6,341896.0,0.73962396,4700985951618896.0,0.0,0.0,0.0,2254809.35,0.524565820433923,1.5733379499789674e-16
7,226053.0,5.309916,2883776499556729.5,211.75918522445807,3.4147629938714985e-11,18545.32778537854,89400160.17,0.524565820433923,1.8413063567222346e-15
8,317123.0,0.85720664,598349244011578.2,11.662782845992538,9.207862777187367e-13,642.7292410721891,10221744.1,0.524565820433923,1.4326192413195609e-15
9,230036.0,5.4240723,2985843296446468.5,657.6675153299282,1.0010192094916781e-10,55104.1050148773,152644806.84,0.524565820433923,1.8165964390881906e-15
10,126753.0,5.6229696,3948992645936331.5,116.79547582882523,9.858888182170245e-12,6923.864025247247,84995026.98,0.524565820433923,1.4238997395414896e-15
11,48224.0,0.45950085,667696789623264.4,135.10361318355862,1.8369110670355256e-11,26691.99898722854,50669569.2,0.524565820433923,6.881878977720785e-16
12,213213.0,5.670811,2759975459966298.0,522.7645434641654,8.942055935672532e-11,43520.85608937092,136689783.94,0.524565820433923,2.0546599352985718e-15
13,280176.0,21.1454,1.1459077691348172e+16,18338.77278671074,2.2123996221904974e-09,1198939.6821526315,4305554731.28,0.524565820433923,1.845296852814358e-15
14,237443.0,3.918128,5572551548532096.0,1215.0203300631788,1.5471666220775006e-10,220045.53592162248,78234873.29,0.524565820433923,7.031120243350824e-16
15,41586.0,1.098728,923953167334770.8,1654.151867365825,2.508045221377206e-10,210909.00806298794,115451968.09,0.524565820433923,1.189159839312401e-15
