Complexity,Loss,Equation
1,27.480486,"18.60275"
3,6.280401,"21.55273 - x0"
5,4.641928,"(x0 * -1.3658273) + 22.63196"
7,2.9435759,"1069.9557 / ((x0 * x0) + 48.17366)"
8,1.818127,"(1716.0759 / (exp(x0) + 119.89885)) + 7.647948"
10,1.8114777,"((x0 + 1716.0759) / (exp(x0) + 119.89885)) + 7.647948"
