,id,sfr,sfrd,sn,snr,snrd,mass,z,halo_volume
0,1130.0,0.14212053,7733809739025246.0,2124.168733913375,1.337001941992631e-10,7275598.141998398,6874977.9,11.980213315300292,1.837652267068993e-17
1,3070.0,0.10222784,1.1094679979312044e+16,332.8512063294602,4.939464694714598e-12,536074.9093101128,3770969.4000000004,11.980213315300292,9.214131474780846e-18
2,3391.0,0.14571746,1.3497026448299986e+16,582.6460943311631,5.7852512747004266e-11,5358567.838383462,5456954.4,11.980213315300292,1.0796263944370784e-17
3,139.0,0.17022695,4358592105403722.0,831.1406631419094,3.048458445197913e-11,780545.4373053696,7763707.99,11.980213315300292,3.905548991128465e-17
4,1367.0,0.14572513,5776942101791669.0,423.9272128220701,1.19024414517771e-11,471845.2825321307,2176260.2,11.980213315300292,2.5225305608447177e-17
5,1628.0,0.11100464,7619536584232371.0,1098.7199679651749,2.4040744291825874e-11,1650195.258898572,4925606.3,11.980213315300292,1.4568424046904573e-17
6,296.0,0.25230712,5570137442037552.0,451.31072562407155,2.3304092021124645e-11,514480.11264824774,8177171.9,11.980213315300292,4.529639037195934e-17
7,476.0,0.33654997,1.4444503118644936e+16,2687.4253025550865,1.3183072032202115e-10,5658087.715249664,14503096.66,11.980213315300292,2.329951866364873e-17
8,438.0,0.28015655,6037872330449401.0,333.1434701598112,3.743907972306415e-11,806878.8094991114,5494738.05,11.980213315300292,4.6399879736964866e-17
9,1086.0,0.110905774,4042464962029565.5,294.7230179067511,6.8222919722463145e-12,248669.43589917428,6626928.9,11.980213315300292,2.7435184977909737e-17
10,1318.0,0.25842223,1.2336602328174126e+16,56.51575946206545,5.421280112306263e-13,25880.19492563064,4574515.4,11.980213315300292,2.0947601545834026e-17
11,239.0,0.18098171,3641311201990936.5,1177.6069377718793,4.716000212209848e-11,948848.6102441708,5232723.1,11.980213315300292,4.9702346204588546e-17
12,710.0,0.10202509,4771052704143482.0,309.5168839130684,8.260275777063157e-12,386279.60125424125,1734147.2,11.980213315300292,2.1384188422692335e-17
13,1500.0,0.11195146,1.1270940860187136e+16,632.8523365928135,3.34141080655844e-11,3364033.268553208,4055408.4000000004,11.980213315300292,9.932751967091879e-18
14,172.0,0.11897039,5235147582676509.0,405.7785380882339,7.414021877924198e-12,326245.0321641008,3407459.1,11.980213315300292,2.2725317313628718e-17
