SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,927.842794008352,-63.891682088866396,1.1587006042686159,-0.003372023417568104,0.00012118384881168832,277.46113722931267,21.65392311119308,0.5199992323722492,0.003991078044692254,6.960618082090057e-06,1.3030256796870771e-05
II-other,0.0,0.0,0.07008104968434373,-0.004880195356397993,9.241111358671244e-05,0.0,0.0,0.017232315647199264,0.0007434241026754405,6.638054311431449e-06,1.5666882299257026e-05
Ib,399.69765392958385,-28.604688133252814,0.5131684069515903,-0.0001916060283285263,5.293778838466678e-07,159.21316912667297,11.890522333415896,0.2541867884054073,0.001350583963087325,7.183713280129531e-07,7.474744712263258e-06
Ic,-3.649919717398163,0.25210183928949703,-0.004592144420159629,2.3527127437432077e-05,-1.6607266298178897e-08,0.49700321036142425,0.04066638013745144,0.0010275273942033307,8.360286259663315e-06,1.6450190101121972e-08,
Long-GRB,8.33068224546405,-0.692980063517507,0.01818011029470792,-0.00015748856337114054,2.497525629174842e-07,2.2612888078311344,0.14979423377033005,0.0026124713239526923,6.9657133594986855e-06,4.891033324189797e-09,
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Low-mass,0.0,-3.748150991540211,0.21584937820041197,-0.0016380406059933903,3.707587472333532e-06,0.0,0.9346147458667364,0.04882499769870251,0.000594457149603061,1.8089041182476475e-06,5.190455661251456e-06
