SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,-4.405775956060675e-05,7.627023229231434e-07,0.0,0.0,0.0,1.236637790809348e-05,1.2892459284087655e-07,3.621492312466411e-07
II-other,-5.974122991329063,0.5010127603490108,-0.012485431742652795,9.176348207570071e-05,-2.769668602102735e-09,1.8501791994646826,0.14865470948206527,0.0036885156858700026,3.1624332199564895e-05,8.115344870217579e-08,
Ib,-1.629827353183882,0.12980475079616638,-0.00310929123212203,2.04020160253441e-05,2.013465240049419e-08,0.8301524600942093,0.06297178315507175,0.0014962185543860287,1.247544968587592e-05,2.6359132783338098e-08,
Ic,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-GRB,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
Low-mass,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
