SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,-0.000690539133423017,2.501396937959237e-05,0,0,0,0,0,1.4494596760255573e-05
II-other,0.0,0.0,0.0,-4.312082930331709e-05,1.5832651986032282e-06,0,0,0,0,0,1.021837604361085e-06
Ib,0.0,0.0,0.0,1.1300494619194154e-05,4.43154622712606e-08,0,0,0,0,0,1.6808561562490795e-07
Ic,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Long-GRB,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,-2.450531169398081e-06,2.8494295701845805e-07,0,0,0,0,0,3.577611348597063e-07
