Complexity,Loss,Equation
1,3.7092147,"8.951818"
3,3.0282142,"11.901817 - x0"
5,0.2985944,"(x0 * -0.5278226) + 10.508906"
7,0.27998742,"x0 - ((x0 ^ 1.1681149) + -9.952625)"
9,0.17074916,"((-0.013102854 / x0) - (x0 * 0.55832475)) + 10.729944"
