mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,0.0,0.0,4.8233218559383755e-06,1.5252682513415573e-06,0.0003946200561038233,1.4428738563669324e-05,2.5621062593639437e-14,2.5621062593639437e-14,0.0,0.0,1.3670247700886749e-06,9.478610803677483e-08,0.0,0.0,0.0,0.0
em4,0.0,0.0,0.0,0.0,0.0003997157722208124,1.4518330923274982e-05,0.0,0.0,0.0,0.0,1.933371747751881e-05,1.0246849954723411e-06,0.0,0.0,0.0,0.0
001,0.0,0.0,0.0,0.0,0.00038815525285695787,1.4061381112811678e-05,8.694391437659615e-06,1.8536504743482454e-06,0.0,0.0,4.7194337696391706e-05,2.0939102730296786e-06,0.0,0.0,0.0,0.0
002,0.0,0.0,0.0,0.0,0.00037498364239427136,1.3878766567505729e-05,2.3351202447992016e-05,3.1204356579665335e-06,0.0,0.0,4.042679907049927e-05,2.2321964107700934e-06,0.0,0.0,0.0,0.0
003,0.0,0.0,1.2651070138020626e-06,6.325535206368186e-07,0.0003327482322900201,1.3215119942611881e-05,5.506354415592042e-05,5.026590561247704e-06,3.971581411496373e-06,1.1974768045476446e-06,3.8212787262529695e-05,2.000148689897775e-06,0.0,0.0,0.0,0.0
004,0.0,0.0,2.7144392313316057e-06,9.596992686723434e-07,0.00023674281901623603,1.1837141637601167e-05,7.915790695446346e-05,6.337705182615575e-06,3.56860754486194e-05,3.7205304348990648e-06,3.7013022556566545e-05,1.746752464972884e-06,0.0,0.0,0.0,0.0
006,0.0,0.0,2.3655999568696277e-06,9.657520807142334e-07,0.00015180349170581652,9.698368978273761e-06,0.00012619561615479681,7.94957729831486e-06,5.806287625326182e-05,4.838572906640257e-06,0.0,0.0,0.0,0.0,0.0,0.0
008,0.0,0.0,2.301517358086138e-06,9.395904881046365e-07,8.462521732591006e-05,8.420524562849984e-06,0.00016962419916067472,9.875902655848819e-06,0.00011769715404788501,7.00876308891759e-06,0.0,0.0,0.0,0.0,0.0,0.0
010,0.0,0.0,1.3852495500671166e-06,6.926247406940899e-07,1.0145238781209855e-06,5.072619390604928e-07,2.6031995456201554e-05,3.418168531929353e-06,0.00026686371798230896,1.129724140749239e-05,0.0,0.0,0.0,0.0,0.0,0.0
014,0.0,0.0,1.3852495500671166e-06,6.926247406940899e-07,1.9898456131844327e-06,8.12351013924311e-07,4.6529366254810525e-05,1.5509788980533297e-05,0.0003518113760477401,1.3102141031509553e-05,0.0,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,8.120793200510559e-07,5.742267867769697e-07,1.704787505653135e-06,6.959765475167241e-07,1.7275816326425493e-05,3.0539617272889916e-06,0.0003419167054988821,1.4686580582198213e-05,0.0,0.0,0.0,0.0,0.0,0.0
030,0.0,0.0,0.0,0.0,1.9763035691413174e-05,3.2059879104467873e-06,1.1103393048524072e-05,2.4827941750646696e-06,0.0001613838668370362,9.509635826504643e-06,0.0,0.0,0.0,0.0,0.0,0.0
040,0.0,0.0,0.0,0.0,7.621028940960495e-05,6.8164553358554535e-06,1.723086390204186e-05,2.9550689347656556e-06,0.00036731598938361,1.5344846212408153e-05,0.0,0.0,0.0,0.0,0.0,0.0
