mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,0.0,0.0,0.0001783009718015532,1.0192788783343373e-05,0.0001256347376161868,6.044604357795674e-06,0.0,0.0,0.0,0.0,1.5089755144927567e-06,3.374171831611154e-07,0.0,0.0,0.0,0.0
em4,0.0,0.0,0.0001688409052309967,9.880667086841e-06,0.00012795770949679418,6.005353096295356e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001,0.0,0.0,4.056149523568348e-05,5.2806572702249435e-06,5.944401249403294e-05,3.861303594488622e-06,0.0,0.0,0.0,0.0,3.088371697045329e-06,2.600878109337122e-07,0.0,0.0,0.0,0.0
002,0.0,0.0,4.201382014482549e-05,5.469733548372244e-06,7.128573997521522e-05,4.150416185428059e-06,0.0,0.0,0.0,0.0,3.955042287462661e-06,3.595493087321406e-07,0.0,0.0,0.0,0.0
003,0.0,0.0,4.2634134719590097e-05,5.8562489059468285e-06,9.139338829190446e-05,4.700768693160816e-06,1.392000174614144e-06,2.784000349228288e-07,0.0,0.0,1.7795031880112185e-06,1.7533966577462874e-07,0.0,0.0,0.0,0.0
004,0.0,0.0,8.17654032913463e-05,6.74389686645797e-06,8.617053373288989e-05,4.586394908564303e-06,3.4558100250236837e-06,2.3568426809091575e-07,0.0,0.0,6.340131629527859e-08,4.4831499522851644e-08,0.0,0.0,0.0,0.0
006,0.0,0.0,8.461406582084502e-05,7.229067477941933e-06,8.005286421491614e-05,4.406765385916805e-06,1.8939460581291354e-06,5.989183261887769e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008,0.0,0.0,8.150461142054688e-05,7.440319100832718e-06,7.339606484005214e-05,4.2517197538548674e-06,1.1904130536669187e-06,4.859840658078141e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010,0.0,0.0,9.350967045272409e-05,7.369593857057039e-06,5.8200796709609295e-05,3.84601682116254e-06,8.394652506994338e-06,1.3991087728839004e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.1335298683574413e-07,2.2157403357369564e-07
014,0.0,0.0,9.431551255549537e-05,7.387360846209679e-06,4.92453737025018e-05,3.6011782545448544e-06,4.053506421413428e-05,2.9882845637187425e-06,4.5425732738718605e-07,3.2120845149831535e-07,0.0,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,9.427525357057692e-05,7.339318718158438e-06,3.520742379417423e-05,3.1241539141150343e-06,2.8533699443884358e-05,2.6267401146459133e-06,4.308118602096499e-07,3.0462998958830584e-07,0.0,0.0,0.0,0.0,1.1938040212508018e-06,4.873684258534918e-07
030,0.0,0.0,0.00014388679356742344,1.0636418168731993e-05,1.4674954033478137e-05,1.961023125949356e-06,9.455451892283054e-05,5.253028925571372e-06,8.108623245659948e-07,4.0543117314208593e-07,0.0,0.0,0.0,0.0,5.644127470062579e-06,1.152102667035586e-06
040,0.0,0.0,0.00014039314244213951,1.1463051516819207e-05,1.572299464125698e-05,1.996822283197211e-06,9.870235412009022e-05,5.400752491400688e-06,3.800504643563449e-07,2.687362496791139e-07,0.0,0.0,0.0,0.0,2.4245332437965284e-05,2.5556825827603714e-06
