mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,0.0,0.0,0.00014288146515956145,8.063267632390058e-06,0.00012105832755286429,5.632143436198796e-06,0.0,0.0,0.0,0.0,6.3506699101090355e-06,5.425743643557459e-07,0.0,0.0,0.0,0.0
em4,0.0,0.0,0.00017249487960265005,8.613983148280855e-06,0.0001757315148255702,6.585817203386749e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001,0.0,0.0,0.00015448300460077033,8.063947071045223e-06,0.00014601765556205982,6.0578332168125655e-06,0.0,0.0,0.0,0.0,1.028989856541381e-05,4.3560613993811503e-07,0.0,0.0,0.0,0.0
002,0.0,0.0,0.00012056463949695838,7.323780270906e-06,0.00013307206615791248,5.8188351331850135e-06,0.0,0.0,0.0,0.0,8.847437176531833e-06,3.758915752614335e-07,0.0,0.0,0.0,0.0
003,0.0,0.0,9.513152264526658e-05,7.36149854911822e-06,9.546633415640651e-05,4.74962753911147e-06,1.3154569423182557e-06,8.868808734874287e-08,0.0,0.0,6.857448028411199e-06,3.3949427890779076e-07,0.0,0.0,0.0,0.0
004,0.0,0.0,0.00013264626455017196,8.40611538536202e-06,9.295100304011204e-05,4.72496487288482e-06,2.3879847904170984e-06,1.3998615695005593e-07,0.0,0.0,3.348966802107818e-06,2.850829721736377e-07,0.0,0.0,0.0,0.0
006,0.0,0.0,0.00018181994410830992,9.788857534154438e-06,0.00016435586618038727,6.288902784495457e-06,4.364149590245175e-07,3.0859198710789076e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008,0.0,0.0,0.00015811409155770814,9.74973253083927e-06,0.00013289296230058748,5.7562332686522315e-06,3.7482391328776946e-07,2.650405434853043e-07,4.2694369353789587e-07,3.0189479992923993e-07,0.0,0.0,0.0,0.0,0.0,0.0
010,0.0,0.0,0.00018973116649363992,9.958304066433516e-06,0.0001767027730666689,6.571646874541174e-06,3.899349297362001e-06,8.719210560636687e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014,0.0,0.0,0.00019288225806583908,1.0237127098228237e-05,2.7394999386181174e-05,2.5885842822461995e-06,0.00011989895639863062,5.335433805859906e-06,1.5063179592451643e-06,5.325638132339339e-07,0.0,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,0.00013704761347514143,8.599132287116284e-06,1.3021094861393147e-05,1.653680684611685e-06,0.00012024407842553967,5.630945054055702e-06,8.634132263875928e-07,4.317066268645943e-07,0.0,0.0,0.0,0.0,0.0,0.0
030,0.0,0.0,0.0001395474309699896,8.68784400854042e-06,1.0701986448958298e-05,1.4052396067075497e-06,0.00011981206207307807,5.6924428649508355e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.315214969195591e-07,3.051317714537882e-07
040,0.0,0.0,0.00011332034151840457,7.5715336803346395e-06,1.3082724732195905e-05,1.8501766403795451e-06,6.753406147648445e-05,4.386808937748928e-06,4.631204252383709e-07,3.274755696006295e-07,0.0,0.0,0.0,0.0,2.5063696075195952e-06,7.235265955803403e-07
