mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,0.0,0.0,1.8032956600637887e-06,5.205666298175204e-07,4.7141611138363673e-07,2.3570805569181836e-07,2.1467271215244986e-07,2.1467271215244986e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2427486793661654e-06,5.073500026622162e-07
em4,1.010538339405514e-07,7.145584823447054e-08,9.734523576761732e-07,3.441673951392295e-07,1.0661236145564748e-06,4.7678497781195505e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001,0.0,0.0,1.786260203707551e-05,3.3170018731528146e-06,1.2144021316932918e-06,4.957775668128994e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002,0.0,0.0,1.8248745594250313e-05,3.3887071405004266e-06,1.0197003457389702e-06,4.1629091411777645e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1256823020227606e-07,2.1256823020227606e-07
003,0.0,0.0,2.7036240837175364e-05,3.943641100080129e-06,7.796591075727396e-07,3.8982954287564744e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004,0.0,0.0,3.467977520856937e-05,3.63542808655607e-06,1.190269905085444e-06,4.2082397011509503e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52890888630329e-06,5.77873262358357e-07
006,0.0,0.0,8.462093859270885e-06,1.4303548952483368e-06,1.2967637379087375e-06,5.799303153984334e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5766449332351077e-07,2.5290698740117067e-07
008,1.1587314801398667e-15,1.1587314801398667e-15,3.4733147189136064e-06,6.449783509446939e-07,0.0,0.0,8.290399459002742e-07,5.862197467490412e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.4509627403195705e-07,1.4509627403195705e-07
010,3.1560454785093684e-07,1.8221437692792463e-07,3.6456960037079e-06,7.291391898308576e-07,5.032364366628203e-07,2.905437042076983e-07,2.461260771065114e-07,2.461260771065114e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014,5.496982312409769e-07,2.4583251866606383e-07,1.8140626336563489e-06,4.848286187374636e-07,2.886424508275565e-07,2.0410104594548829e-07,5.245297915091885e-07,3.028374315461279e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.07416585345416e-07,3.07416585345416e-07
020,0.0,0.0,1.4228324977174767e-06,4.742775137867888e-07,0.0,0.0,8.184390880556395e-07,4.7252604280320026e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.4509627403195705e-07,1.4509627403195705e-07
030,3.323533522539807e-07,2.3500931666582292e-07,1.655922841990046e-06,5.854571418097135e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.856080752874757e-07,2.803659641761706e-07
040,0.0,0.0,1.2435244862795485e-06,4.700081263060135e-07,0.0,0.0,2.1256823020227606e-07,2.1256823020227606e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.006693509953197e-07,3.5402670573869083e-07
