,id,sfr,snr,snr_per_mass,snr_per_volume,mass,z,halo_volume,sfrd
0,45786.0,12.55542,96695.24742835334,4.225752526688352e-09,15.713167332793043,996195180.85,4.176834914726472,3.7744402674123615e-13,35201588892682.164
1,3217.0,20.897749,167030.87477603485,6.805840334758841e-09,25.30704468492525,2097261953.61,4.176834914726472,4.433859156578858e-14,125418821214619.61
2,37307.0,62.822926,422326.74760669965,1.8613742512567722e-08,69.21390898835061,5606508068.59,4.176834914726472,1.6676420867360986e-12,1017806911117466.5
3,14423.0,19.005178,216314.01620463986,8.667204758083218e-09,32.22839903927615,5618502599.09,4.176834914726472,2.890042487165002e-12,308754760059920.75
4,53037.0,14.293438,154232.03724401063,6.517886957779782e-09,24.236310048209386,1671054021.64,4.176834914726472,5.096620575657308e-13,68030920527087.74
5,4034.0,20.696892,150455.18502699464,5.446329518470916e-09,20.251798119453646,3291154129.21,4.176834914726472,6.929746639462185e-13,199095405403030.28
6,28139.0,21.057976,155974.06147989669,7.081146865894535e-09,26.330752903573845,1777907903.7,4.176834914726472,5.974575130288634e-13,107822709782035.94
7,8321.0,28.236841,176486.24207502816,7.874224252388892e-09,29.27975609368874,4173407963.07,4.176834914726472,7.887566204713657e-14,347749177982452.1
8,9123.0,17.18224,131374.54922483387,5.755439578826156e-09,21.401202414176524,2162460213.54,4.176834914726472,1.3207161246522718e-12,106059004056988.31
9,7611.0,54.81997,535591.1950764905,2.2581017385598608e-08,83.96594511479485,12267028550.55,4.176834914726472,1.0484955314174969e-11,2019688846116808.5
10,32503.0,11.348933,99010.07826889568,4.156103192969747e-09,15.454181121833916,1126903250.98,4.176834914726472,3.511169550017516e-13,36756390998732.586
11,48775.0,10.641013,86965.22208175599,3.675062049072183e-09,13.66546303191202,1124263459.68,4.176834914726472,3.137128374605536e-13,33316144792787.504
12,25929.0,44.82988,380890.1573320176,1.600918811836375e-08,59.52905433464914,5643247410.75,4.176834914726472,2.007179311603304e-12,723130700084241.8
13,39656.0,13.765952,143253.48986694275,5.690023566673953e-09,21.157957515498765,1146988276.92,4.176834914726472,5.554681541083712e-13,43765514792653.86
14,47921.0,11.512352,88635.05351210023,3.7006048065352675e-09,13.760442001840705,1145708735.2,4.176834914726472,4.005427460015908e-13,36557930792757.41
15,4401.0,95.13057,714496.3876629189,2.6537240420112296e-08,98.67688574715633,33966299333.43,4.176834914726472,2.5896018181613004e-11,9716785683780206.0
16,40529.0,21.479576,167771.2912418906,7.095330744628476e-09,26.383494671712626,3145910302.9,4.176834914726472,4.75591325460846e-13,197040059227652.25
17,16186.0,39.538765,209776.7754423227,8.929716005259077e-09,33.20452888302899,7039300446.09,4.176834914726472,2.294015072206374e-12,826852583225735.0
18,35092.0,14.784587,153259.91317244121,6.060035796826357e-09,22.533822299544944,3846096628.23,4.176834914726472,8.006433927933572e-13,170313975429247.2
19,24854.0,15.157129,126143.048138781,5.332555807716027e-09,19.828738476496895,1238013249.71,4.176834914726472,6.364233962344975e-13,51964594600006.914
20,32261.0,21.360846,168322.3393399596,7.111636603751718e-09,26.44412687657798,1932086626.99,4.176834914726472,7.458211461085551e-13,116522082675809.17
21,9326.0,46.450134,651355.1557246903,2.5052547264899056e-08,93.15615734709527,22492319220.84,4.176834914726472,1.3797446113377487e-11,3170650370187576.0
22,12464.0,76.44053,506349.891135509,2.059594472849206e-08,76.58459028346691,8590442830.42,4.176834914726472,5.927666244839617e-12,1900704873979283.8
23,43342.0,13.893831,113255.92123497505,4.607923871186824e-09,17.134244939202024,2295333603.46,4.176834914726472,2.884331237294367e-13,94957045745723.84
24,8443.0,15.137983,163125.49570881118,6.609443202567282e-09,24.57675558675482,3000056358.66,4.176834914726472,6.358709704924639e-15,135882946177489.39
25,2324.0,306.04904,3246767.8710238473,1.207939087003268e-07,449.1637615319212,91548008328.996,4.176834914726472,1.004763725012409e-10,8.211170880426834e+16
26,17051.0,30.708183,386038.2855459285,1.4239150337630639e-08,52.94729175902063,9474499082.11,4.176834914726472,5.306389648028389e-12,845092407377163.8
27,38199.0,13.580574,119287.81798040339,4.877031760672056e-09,18.134903939309172,2248819794.12,4.176834914726472,5.773057156731913e-13,89230710577235.02
28,37857.0,30.576902,193951.27259628964,1.0092077214975084e-08,37.52668832659888,1367894642.73,4.176834914726472,4.370785869378081e-13,113584388729673.53
