Complexity,Loss,Equation
1,3.7092142,"8.951876"
3,3.0282142,"11.902115 - x0"
5,0.29859444,"(x0 * -0.52781343) + 10.508869"
7,0.29859436,"((x0 * -0.09658038) + 1.9229354) * 5.4650126"
9,0.29283378,"((x0 * 69.32733) / (x0 + -142.63647)) + 10.462207"
10,0.13335772,"(6.1978965 / exp((x0 * 0.021337349) * x0)) + 4.0387106"
12,0.0767477,"(5.7941756 / exp(x0 * ((x0 + -2.259751) * 0.032231297))) + 4.0775294"
14,0.040863153,"(-7.990415 / ((x0 * -0.24253875) - exp((x0 * -0.2538578) / 0.6321715))) + 1.5700816"
18,0.040862653,"(((7.3132825 / ((x0 * -0.271032) - exp((0.27690113 - x0) * 0.4016591))) + 0.25762314) * -1.2208124) - -1.8848218"
