Complexity,Loss,Equation
1,3.7092142,"8.951819"
3,3.0282142,"11.901817 - x0"
5,0.2985944,"10.508952 - (x0 / 1.8945922)"
10,0.10616123,"(0.15175484 - exp((-7.0150642 / x0) + 2.3658454)) + 10.00313"
16,0.050125565,"exp((14.740861 / ((x0 * ((x0 + -2.7462423) / 2.4988904)) - -13.117161)) - -1.073634) + 0.66347426"
20,0.049601816,"exp((14.591319 / (((((x0 * x0) - 1.9314162) + -3.4470837) / 2.6531107) - ((x0 - 0.49884266) + -15.241894))) - -1.2108847)"
26,0.04395402,"exp(log(((((x0 + ((x0 * x0) - -0.66772556)) / (exp(x0) / ((x0 * 0.40858388) + 2.0688848))) + (x0 * 0.6694979)) - -8.237728) - x0))"
28,0.041242417,"((((x0 + ((x0 * x0) - (x0 + -2.021026))) - -1.7276542) / (exp(x0) / ((x0 * 1.1526055) + 0.44976857))) + (x0 * -1.2955525)) - (-7.8048635 - x0)"
