SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,-5.103396622794016e-06,1.3820132503279388e-07,0,0,0,0,0,inf
II-other,0.0,0.0,0.0,-0.003190858840559892,7.85333897261292e-05,0,0,0,0,0,8.692338015063055e-05
Ib,0.0,0.0,0.0,-0.0010781870673589298,2.974550819091026e-05,0,0,0,0,0,5.508754380283977e-05
Ic,0.0,0.0,0.0,0.0021737895885009725,9.295241993810789e-05,0,0,0,0,0,7.723646799715857e-05
Long-GRB,0.0,0.0,0.0,-6.419328045131373e-06,1.8858873650719273e-07,0,0,0,0,0,1.0096361089172426e-06
Pair-Instab,0.0,0.0,0.0,-3.3921657798659715e-05,8.497176496830671e-07,0,0,0,0,0,1.016150653569744e-06
Low-mass,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
