SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,0.0007398804672071159,5.811504588453538e-05,0,0,0,0,0,3.1069591237866943e-05
II-other,0.0,0.0,0.0,-0.0016449285819713454,6.400335110402983e-05,0,0,0,0,0,1.3523969374249454e-05
Ib,0.0,0.0,0.0,0.0018657952547394996,-5.224710466802375e-06,0,0,0,0,0,8.93165988445246e-06
Ic,0.0,0.0,0.0,1.1883381849694415e-05,-1.7543956780975618e-08,0,0,0,0,0,2.4091666979886626e-07
Long-GRB,0.0,0.0,0.0,-3.363599974512908e-05,8.901023103350632e-07,0,0,0,0,0,1.3424304302861846e-06
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,0.0003057266538198009,-1.6003324145105269e-06,0,0,0,0,0,5.671351936920571e-06
