SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,-0.00028866719837980785,0.0001023892650232797,0,0,0,0,0,2.0155968582487845e-05
II-other,0.0,0.0,0.0,-0.002705327417616363,9.644895367861267e-05,0,0,0,0,0,2.817094817321918e-05
Ib,0.0,0.0,0.0,0.002114901845376826,2.0084271753890377e-07,0,0,0,0,0,3.122636976028613e-05
Ic,0.0,0.0,0.0,9.348223390444419e-06,7.011621056891518e-08,0,0,0,0,0,6.358400910836197e-07
Long-GRB,0.0,0.0,0.0,-0.00011137921536500004,2.9756894706403754e-06,0,0,0,0,0,3.0897551597447547e-06
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,2.9750539751111734e-05,-1.6362939023712468e-07,0,0,0,0,0,inf
