SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,0.0003395133708705313,7.93211045733965e-05,0,0,0,0,0,1.8629448661495164e-05
II-other,0.0,0.0,0.0,-0.002361932394809152,9.843152201202935e-05,0,0,0,0,0,3.008325517272887e-05
Ib,0.0,0.0,0.0,0.0036373395975473678,-4.183692046351379e-06,0,0,0,0,0,2.1932980004087283e-05
Ic,0.0,0.0,0.0,4.901920775329075e-05,1.891141756514846e-07,0,0,0,0,0,1.0417998061009543e-06
Long-GRB,0.0,0.0,0.0,-0.0003224768391155196,8.391981059036189e-06,0,0,0,0,0,8.245907326937708e-06
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
