SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,-1.4373385208472209e-05,4.681238622501687e-07,0,0,0,0,0,2.6575953443717575e-07
II-other,0.0,0.0,0.0,6.216209945122519e-06,-1.881687924255408e-08,0,0,0,0,0,1.686100324507988e-07
Ib,0.0,0.0,0.0,-1.61642081416709e-07,4.748764320286666e-09,0,0,0,0,0,
Ic,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Long-GRB,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
