SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,-2.242010376341169e-05,8.775698342949428e-05,0,0,0,0,0,1.5312002375866117e-05
II-other,0.0,0.0,0.0,-0.001636686931115007,5.958574098187376e-05,0,0,0,0,0,1.1448211640539362e-05
Ib,0.0,0.0,0.0,0.00021370970973131373,7.74010589911922e-06,0,0,0,0,0,1.1108577972043136e-05
Ic,0.0,0.0,0.0,6.8905438673304194e-06,-3.2386885207773136e-08,0,0,0,0,0,inf
Long-GRB,0.0,0.0,0.0,-3.8905124377000876e-07,9.924492157524782e-09,0,0,0,0,0,inf
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,0.0009174158988847049,-1.8969853280640077e-06,0,0,0,0,0,4.334178557457662e-06
