SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,-0.0010335981008802691,6.530677377887786e-05,0,0,0,0,0,1.5782387808737217e-05
II-other,0.0,0.0,0.0,-0.0022940073394363634,0.00013353054469029916,0,0,0,0,0,3.261410237355301e-05
Ib,0.0,0.0,0.0,0.0037633980826832147,7.223662114694647e-06,0,0,0,0,0,3.357711489002148e-05
Ic,0.0,0.0,0.0,7.455035605310412e-05,1.114326987062637e-06,0,0,0,0,0,2.634741390693278e-06
Long-GRB,0.0,0.0,0.0,-0.00046685105583257305,1.2052077826292414e-05,0,0,0,0,0,7.70325089022465e-06
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
