SN,C0,C1,C2,C3,C4,Err_C0,Err_C1,Err_C2,Err_C3,Err_C4,Std
IIP,0.0,0.0,0.0,-9.012801024223577e-05,7.494310990431443e-05,0,0,0,0,0,1.2011320163772807e-05
II-other,0.0,0.0,0.0,-0.001019349558654769,3.3672642998770844e-05,0,0,0,0,0,1.1565987040724684e-05
Ib,0.0,0.0,0.0,-5.074505540753973e-05,5.7353153616363675e-06,0,0,0,0,0,3.1542031897296603e-06
Ic,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Long-GRB,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Pair-Instab,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0.0
Low-mass,0.0,0.0,0.0,2.8273647800289653e-05,7.814269333918946e-06,0,0,0,0,0,5.629339877677596e-06
