Complexity,Loss,Equation
1,27.480488,"18.602736"
3,6.2804017,"21.552727 - x0"
5,4.444624,"22.287075 - (x0 ^ 1.1289613)"
9,2.7058313,"(x0 - -3.5695362) * ((0.79509217 ^ x0) * 5.936065)"
