Complexity,Loss,Equation
1,3.709214,"8.951815"
3,3.0282142,"11.901817 - x0"
5,0.2985944,"(x0 * -0.5278239) + 10.50892"
7,0.29859427,"x0 * ((10.5088625 / x0) + -0.5278122)"
9,0.17074919,"((x0 * -0.5583247) + (-0.013102852 / x0)) - -10.729944"
10,0.15965699,"(x0 + 4.399134) / exp((4.2413874 - x0) / -5.2041125)"
