mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,0.0,0.0,0.00012920230620892096,7.2913080246763375e-06,0.00010989484969094427,5.11277123204785e-06,0.0,0.0,0.0,0.0,5.576408686862446e-06,4.764247910623604e-07,0.0,0.0,0.0,0.0
em4,0.0,0.0,0.00015341530708303178,7.66119497538026e-06,0.00015930458018210047,5.970191645447311e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001,0.0,0.0,0.00013946843836561783,7.280193119159322e-06,0.0001323974806359983,5.492773206111065e-06,0.0,0.0,0.0,0.0,8.983567154103523e-06,3.8030472755330175e-07,0.0,0.0,0.0,0.0
002,0.0,0.0,0.00010852696879312282,6.592543782780865e-06,0.00012064363210133014,5.2753774438943626e-06,0.0,0.0,0.0,0.0,7.729908780233995e-06,3.2841234735528845e-07,0.0,0.0,0.0,0.0
003,0.0,0.0,8.520766078703877e-05,6.593567178710959e-06,8.647342082461707e-05,4.302213493569667e-06,1.149674566656213e-06,7.751104805531533e-08,0.0,0.0,6.017761647451449e-06,2.979235971915806e-07,0.0,0.0,0.0,0.0
004,0.0,0.0,0.00011878393057859464,7.527626085085406e-06,8.424265283473564e-05,4.282294867627031e-06,2.075978384828039e-06,1.216960101229524e-07,0.0,0.0,2.9538104751668587e-06,2.5144505255191416e-07,0.0,0.0,0.0,0.0
006,0.0,0.0,0.00016318548729969204,8.785611266487324e-06,0.00014891587565151604,5.698108043596721e-06,3.9696420793721055e-07,2.806960951553153e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008,0.0,0.0,0.00014108141479634204,8.69945215644533e-06,0.00012052428876990435,5.220486456203822e-06,3.3851011816764284e-07,2.393628041103168e-07,3.8691280847130134e-07,2.735886746735619e-07,0.0,0.0,0.0,0.0,0.0,0.0
010,0.0,0.0,0.00016941766502225197,8.892121273101256e-06,0.00016018453663240673,5.95732715121625e-06,3.522050586873683e-06,7.875544063579054e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014,0.0,0.0,0.000170921119222755,9.071551589079875e-06,2.4856504469940787e-05,2.348719005225252e-06,0.0001085620398580315,4.830947733532088e-06,1.3628453414432152e-06,4.818385910766328e-07,0.0,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,0.0001238401572032391,7.770422736614853e-06,1.1820262911316714e-05,1.5011749230539142e-06,0.00010914677816204873,5.111266077200089e-06,7.840162944974219e-07,3.920081609195088e-07,0.0,0.0,0.0,0.0,0.0,0.0
030,0.0,0.0,0.00012611531427387146,7.851596653498043e-06,9.715307274422948e-06,1.2756823026873235e-06,0.00010877606986980753,5.168107067501752e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.910613761407939e-07,2.765221271433419e-07
040,0.0,0.0,0.00010311560491503463,6.889700995042695e-06,1.1919698280022235e-05,1.6856998532576554e-06,6.140562050247838e-05,3.988723779067876e-06,4.212556026347455e-07,2.9787268714023585e-07,0.0,0.0,0.0,0.0,2.267567672500178e-06,6.545904215281163e-07
