start
end
         79616896 function calls (79561187 primitive calls) in 53.050 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    12081    0.007    0.000    0.010    0.000 opt_flags.py:33(__init__)
    12080    0.005    0.000    0.010    0.000 opt_flags.py:157(__copy__)
      258    0.000    0.000    0.010    0.000 std.py:457(print_status)
    15100    0.004    0.000    0.010    0.000 wrap.py:24(wrap_expr)
     1382    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
    56225    0.006    0.000    0.009    0.000 _docscrape.py:80(is_empty)
     1315    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        9    0.000    0.000    0.009    0.001 functions.py:1(<module>)
    15100    0.005    0.000    0.009    0.000 wrap.py:16(wrap_ldf)
      152    0.000    0.000    0.009    0.000 _compiler.py:578(_code)
        9    0.000    0.000    0.009    0.001 std.py:760(get_lock)
        1    0.000    0.000    0.009    0.009 std.py:90(__init__)
        1    0.000    0.000    0.009    0.009 algorithms.py:1(<module>)
        1    0.000    0.000    0.009    0.009 std.py:116(create_mp_lock)
        1    0.000    0.000    0.009    0.009 context.py:70(RLock)
        1    0.000    0.000    0.009    0.009 _resampling.py:1(<module>)
     3020    0.002    0.000    0.009    0.000 vertical.py:11(all)
    15375    0.005    0.000    0.009    0.000 _docscrape.py:86(is_unindented)
   119265    0.009    0.000    0.009    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.009    0.002 construction.py:463(nested_data_to_arrays)
        1    0.000    0.000    0.009    0.009 _rotation.py:63(Rotation)
        4    0.000    0.000    0.009    0.002 construction.py:759(to_arrays)
        1    0.000    0.000    0.008    0.008 _kde.py:1(<module>)
       52    0.000    0.000    0.008    0.000 dataclasses.py:1247(dataclass)
        2    0.000    0.000    0.008    0.004 _matfuncs.py:1(<module>)
     3020    0.002    0.000    0.008    0.000 frame.py:6995(with_row_index)
     5652    0.004    0.000    0.008    0.000 _docscrape.py:475(_str_param_list)
      174    0.000    0.000    0.008    0.000 dataclasses.py:449(_create_fn)
     2264    0.003    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:486(cache_from_source)
        1    0.000    0.000    0.008    0.008 _linprog_highs.py:1(<module>)
    14812    0.008    0.000    0.008    0.000 {method 'split' of 'str' objects}
      254    0.000    0.000    0.008    0.000 utils.py:386(disp_trim)
 1519/152    0.003    0.000    0.008    0.000 _compiler.py:37(_compile)
        1    0.000    0.000    0.008    0.008 _rigid_transform.py:1(<module>)
     6091    0.001    0.000    0.008    0.000 frame.py:921(dtypes)
        7    0.000    0.000    0.008    0.001 base.py:1(<module>)
        1    0.000    0.000    0.008    0.008 string_.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _multivariate.py:1(<module>)
    27180    0.004    0.000    0.008    0.000 frame.py:444(_from_pyldf)
        1    0.000    0.000    0.008    0.008 describe.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _wilcoxon.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _highs_wrapper.py:1(<module>)
    21140    0.004    0.000    0.007    0.000 expr.py:294(_from_pyexpr)
      131    0.000    0.000    0.007    0.000 _distn_infrastructure.py:752(_construct_argparser)
    25786    0.005    0.000    0.007    0.000 _docscrape.py:91(peek)
      479    0.001    0.000    0.007    0.000 typing.py:1269(__init__)
        2    0.000    0.000    0.007    0.003 format.py:1(<module>)
    77749    0.007    0.000    0.007    0.000 _docscrape.py:43(__getitem__)
        1    0.000    0.000    0.007    0.007 _hypotests.py:1(<module>)
     9213    0.004    0.000    0.007    0.000 _utils.py:11(_check_arg_is_1byte)
      380    0.003    0.000    0.007    0.000 _docscrape.py:290(_parse_see_also)
     2778    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:162(__enter__)
     3020    0.003    0.000    0.007    0.000 opt_flags.py:69(none)
     9593    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
    12080    0.005    0.000    0.007    0.000 selectors.py:313(_from_pyselector)
        2    0.000    0.000    0.007    0.003 convert.py:1(<module>)
        1    0.000    0.000    0.007    0.007 take.py:1(<module>)
     3071    0.001    0.000    0.007    0.000 <frozen genericpath>:39(isdir)
        1    0.000    0.000    0.007    0.007 _rotation_groups.py:1(<module>)
        9    0.000    0.000    0.007    0.001 utils.py:26(expr_dispatch)
    84576    0.007    0.000    0.007    0.000 {built-in method builtins.min}
       21    0.000    0.000    0.007    0.000 _distn_infrastructure.py:3330(__init__)
        1    0.000    0.000    0.007    0.007 _filters.py:1(<module>)
     6091    0.006    0.000    0.006    0.000 {method 'dtypes' of 'builtins.PyDataFrame' objects}
      131    0.000    0.000    0.006    0.000 _distn_infrastructure.py:738(_attach_argparser_methods)
        8    0.000    0.000    0.006    0.001 common.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _root.py:1(<module>)
        2    0.000    0.000    0.006    0.003 construction.py:1(<module>)
      110    0.000    0.000    0.006    0.000 _distn_infrastructure.py:1934(_attach_methods)
        1    0.000    0.000    0.006    0.006 _json.py:1(<module>)
     2439    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap>:632(cached)
        1    0.000    0.000    0.006    0.006 business.py:1(<module>)
        1    0.000    0.000    0.006    0.006 multiarray.py:1(<module>)
     6091    0.001    0.000    0.006    0.000 frame.py:869(columns)
        1    0.000    0.000    0.006    0.006 synchronize.py:193(__init__)
        1    0.000    0.000    0.006    0.006 synchronize.py:50(__init__)
        2    0.000    0.000    0.006    0.003 _add_newdocs.py:1(<module>)
        2    0.000    0.000    0.006    0.003 _adapters.py:1(<module>)
        2    0.000    0.000    0.006    0.003 deprecation.py:1(<module>)
     3020    0.006    0.000    0.006    0.000 {method 'with_row_index' of 'builtins.PyDataFrame' objects}
        1    0.000    0.000    0.006    0.006 _fitpack_impl.py:1(<module>)
     3020    0.005    0.000    0.006    0.000 frame.py:7108(group_by)
    33630    0.006    0.000    0.006    0.000 {method 'encode' of 'str' objects}
     1307    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:615(_get_cached)
        1    0.000    0.000    0.006    0.006 _quadpack_py.py:1(<module>)
     1819    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
     4721    0.003    0.000    0.005    0.000 inspect.py:2743(__init__)
        1    0.000    0.000    0.005    0.005 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _rigid_transform.py:59(RigidTransform)
     2778    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:124(setdefault)
     1969    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
     6172    0.003    0.000    0.005    0.000 <frozen posixpath>:256(expanduser)
     3020    0.002    0.000    0.005    0.000 selectors.py:2354(first)
      358    0.000    0.000    0.005    0.000 function_base.py:490(add_newdoc)
      124    0.000    0.000    0.005    0.000 pydoc.py:187(getdoc)
      188    0.000    0.000    0.005    0.000 typing.py:521(__getitem__)
  189/179    0.000    0.000    0.005    0.000 typing.py:515(__getitem__)
     1552    0.000    0.000    0.005    0.000 utils.py:194(inner)
   108896    0.005    0.000    0.005    0.000 {built-in method unicodedata.east_asian_width}
        4    0.003    0.001    0.005    0.001 construction.py:858(_list_of_dict_to_arrays)
     1948    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1473(_path_importer_cache)
    12080    0.004    0.000    0.005    0.000 frame.py:209(_gpu_engine_callback)
        1    0.000    0.000    0.005    0.005 _fitpack2.py:1(<module>)
        2    0.000    0.000    0.005    0.002 _misc.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _minpack_py.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _decomp.py:1(<module>)
    12080    0.005    0.000    0.005    0.000 {method 'with_optimizations' of 'builtins.PyLazyFrame' objects}
      178    0.000    0.000    0.005    0.000 typing.py:694(Union)
      124    0.000    0.000    0.005    0.000 pydoc.py:171(_getdoc)
     3020    0.002    0.000    0.005    0.000 selectors.py:493(__sub__)
        2    0.000    0.000    0.005    0.002 _helper.py:1(<module>)
      516    0.001    0.000    0.005    0.000 std.py:1441(moveto)
     3020    0.001    0.000    0.005    0.000 frame.py:7223(with_row_index)
     3020    0.002    0.000    0.005    0.000 selectors.py:423(_by_name)
     3020    0.002    0.000    0.005    0.000 meta.py:288(as_selector)
      175    0.000    0.000    0.005    0.000 typing.py:753(Literal)
        2    0.000    0.000    0.005    0.002 _dataset.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _bsplines.py:1(<module>)
    12080    0.003    0.000    0.005    0.000 opt_flags.py:163(no_optimizations)
    12080    0.002    0.000    0.005    0.000 frame.py:186(_select_engine)
        3    0.000    0.000    0.005    0.002 numeric.py:1(<module>)
     3095    0.002    0.000    0.005    0.000 contextlib.py:299(helper)
    10618    0.005    0.000    0.005    0.000 {method 'expandtabs' of 'str' objects}
     9595    0.005    0.000    0.005    0.000 {method 'splitlines' of 'str' objects}
      299    0.000    0.000    0.005    0.000 utils.py:94(call_expr)
        1    0.000    0.000    0.005    0.005 _pickle.py:1(<module>)
        1    0.000    0.000    0.005    0.005 various.py:1(<module>)
        1    0.000    0.000    0.005    0.005 secrets.py:1(<module>)
     6091    0.005    0.000    0.005    0.000 {method 'columns' of 'builtins.PyDataFrame' objects}
     3071    0.001    0.000    0.005    0.000 _utils.py:311(is_glob_pattern)
        1    0.000    0.000    0.004    0.004 ewm.py:1(<module>)
        1    0.000    0.000    0.004    0.004 clipboard.py:1(<module>)
      291    0.004    0.000    0.004    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.004    0.004 message.py:1(<module>)
      358    0.000    0.000    0.004    0.000 function_base.py:474(_add_docstring)
        1    0.000    0.000    0.004    0.004 ssl.py:1(<module>)
     3020    0.004    0.000    0.004    0.000 {built-in method new_f64}
     7821    0.004    0.000    0.004    0.000 {method 'match' of 're.Pattern' objects}
     3095    0.002    0.000    0.004    0.000 contextlib.py:141(__exit__)
      782    0.004    0.000    0.004    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.004    0.002 testing.py:1(<module>)
       88    0.002    0.000    0.004    0.000 __init__.py:355(namedtuple)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
       52    0.000    0.000    0.004    0.000 dataclasses.py:568(_init_fn)
     1831    0.002    0.000    0.004    0.000 inspect.py:3029(__init__)
        1    0.000    0.000    0.004    0.004 _distribution_infrastructure.py:1(<module>)
     3020    0.004    0.000    0.004    0.000 {method 'with_columns' of 'builtins.PyLazyFrame' objects}
     3020    0.001    0.000    0.004    0.000 expr.py:867(alias)
     2778    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
     3020    0.001    0.000    0.004    0.000 frame.py:2681(to_series)
        1    0.000    0.000    0.004    0.004 _ode.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _codata.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _realtransforms.py:1(<module>)
     6040    0.004    0.000    0.004    0.000 {method 'select' of 'builtins.PyLazyFrame' objects}
        4    0.000    0.000    0.004    0.001 std.py:952(__init__)
     3095    0.003    0.000    0.004    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.004    0.004 _rgi.py:1(<module>)
    31696    0.004    0.000    0.004    0.000 {built-in method builtins.setattr}
     3020    0.004    0.000    0.004    0.000 {method 'group_by' of 'builtins.PyLazyFrame' objects}
        1    0.000    0.000    0.004    0.004 groupby.py:1(<module>)
        1    0.000    0.000    0.004    0.004 printing.py:1(<module>)
      310    0.000    0.000    0.004    0.000 overrides.py:145(decorator)
        1    0.000    0.000    0.004    0.004 _mstats_basic.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _fit.py:1(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:882(version)
        4    0.000    0.000    0.004    0.001 construction.py:900(_finalize_columns_and_data)
    24160    0.004    0.000    0.004    0.000 {get_engine_affinity}
      131    0.000    0.000    0.004    0.000 _distn_infrastructure.py:686(__init__)
     2778    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:372(release)
      408    0.001    0.000    0.004    0.000 typing_extensions.py:3228(_collect_parameters)
        2    0.000    0.000    0.004    0.002 _backend.py:1(<module>)
        4    0.000    0.000    0.004    0.001 construction.py:977(convert_object_array)
       48    0.003    0.000    0.003    0.000 construction.py:999(convert)
        1    0.000    0.000    0.003    0.003 core.py:1(<module>)
        1    0.000    0.000    0.003    0.003 console.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ivp.py:1(<module>)
       21    0.000    0.000    0.003    0.000 _distn_infrastructure.py:3391(_construct_docstrings)
     1313    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1592(_get_spec)
        1    0.000    0.000    0.003    0.003 _quadrature.py:1(<module>)
    10138    0.002    0.000    0.003    0.000 copy.py:231(_keep_alive)
        4    0.000    0.000    0.003    0.001 _distribution_infrastructure.py:1377(_generate_example)
     6040    0.002    0.000    0.003    0.000 selectors.py:582(as_expr)
        1    0.000    0.000    0.003    0.003 readers.py:1(<module>)
        1    0.000    0.000    0.003    0.003 array_ops.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _cpu_check.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _svds.py:1(<module>)
        2    0.000    0.000    0.003    0.002 dtypes.py:1(<module>)
    12080    0.002    0.000    0.003    0.000 opt_flags.py:63(_from_pyoptflags)
     6040    0.001    0.000    0.003    0.000 frame.py:1602(__len__)
       56    0.001    0.000    0.003    0.000 enum.py:528(__new__)
        1    0.000    0.000    0.003    0.003 _rbfinterp.py:1(<module>)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _array_like.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _tzpath.py:1(<module>)
        4    0.000    0.000    0.003    0.001 common.py:145(__exit__)
        1    0.000    0.000    0.003    0.003 events.py:1(<module>)
        4    0.000    0.000    0.003    0.001 common.py:125(close)
        5    0.003    0.001    0.003    0.001 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.003    0.003 resource_tracker.py:197(register)
        1    0.000    0.000    0.003    0.003 resource_tracker.py:205(_send)
        1    0.000    0.000    0.003    0.003 masked.py:1(<module>)
        1    0.000    0.000    0.003    0.003 shape_base.py:1(<module>)
      243    0.000    0.000    0.003    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.003    0.003 _csr.py:1(<module>)
