mtl,Ia,Err_Ia,IIP,Err_IIP,II-other,Err_II-other,Ib,Err_Ib,Ic,Err_Ic,Long-GRB,Err_Long-GRB,Pair-Instab,Err_Pair-Instab,Low-mass,Err_Low-mass
em5,2.2176161811700658e-07,1.5680913973683088e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
em4,0.0,0.0,1.751125084503532e-07,1.751125084503532e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001,0.0,0.0,1.7495581033207994e-06,6.185621732587454e-07,1.8535162763096842e-07,1.8535162763096842e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002,0.0,0.0,1.6116343637142177e-06,6.091405285136602e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003,0.0,0.0,1.2188165443803601e-06,5.450713271770244e-07,1.8658724481998508e-07,1.8658724481998508e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004,0.0,0.0,1.8197820875917834e-06,7.429229066186057e-07,6.776875565364773e-08,4.791974677165528e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006,0.0,0.0,1.4689601487537536e-06,4.645259678838388e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6844154145457598e-07,1.6844154145457598e-07
008,0.0,0.0,1.691135355727171e-06,4.690365633532103e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010,0.0,0.0,1.168766496259815e-06,4.771469060348257e-07,0.0,0.0,6.167460873659819e-08,4.361053475074384e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014,2.0291375751926543e-07,1.4348170042447967e-07,1.927654787753287e-06,6.095779848850545e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
020,0.0,0.0,1.0631811397753823e-06,4.340418435331908e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030,0.0,0.0,5.130642805117988e-07,2.5653214714009754e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040,0.0,0.0,2.0111892658828777e-07,1.4221256407467428e-07,1.7956805442922425e-07,1.7956805442922425e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
