,Unnamed: 0,id,sfr_IIP,sfrd_IIP,snr_IIP,snrs_IIP,snrd_IIP,mass,z,halo_volume,sfr_II-Other,sfrd_II-Other,snr_II-Other,snrs_II-Other,snrd_II-Other,sfr_Ib,sfrd_Ib,snr_Ib,snrs_Ib,snrd_Ib,sfr_Ic,sfrd_Ic,snr_Ic,snrs_Ic,snrd_Ic,sfr_total,sfrd_total,snr_total,snrs_total,snrd_total,sfr_IIP_ratio,snr_IIP_ratio,snrs_IIP_ratio,sfr_II-Other_ratio,snr_II-Other_ratio,snrs_II-Other_ratio,sfr_Ib_ratio,snr_Ib_ratio,snrs_Ib_ratio,sfr_Ic_ratio,snr_Ic_ratio,snrs_Ic_ratio
0,0,45786.0,12.55542,2.281932554175726e+16,0.0350954086117453,2.7732200843493224e-08,63785485004277.73,996195180.85,4.176834914726472,5.502099515178369e-16,12.55542,2.281932554175726e+16,0.0231143415170109,1.7349509472912992e-08,42010038991927.67,12.55542,2.281932554175726e+16,0.0109038315168761,8.010577086094413e-09,19817583245806.996,12.55542,2.281932554175726e+16,0.0067731350896302,4.966322715651758e-09,12310091940259.484,50.22168,9.127730216702904e+16,0.07588671673526251,5.805861011815239e-08,137923199182271.89,0.25,0.4624710373777103,0.4776587105178147,0.25,0.30459008521408715,0.29882750271847375,0.25,0.14368564072833823,0.13797397267679087,0.25,0.08925323667986425,0.0855398140869205
1,1,65619.0,1.039677,4857733846315202.0,0.0004760608948819,3.9652177273351953e-10,2224322671344.0054,19984875.46,4.176834914726472,2.1402510571645242e-16,1.039677,4857733846315202.0,0.0003116262018087,2.754301056380832e-10,1456026388893.1045,1.039677,4857733846315202.0,8.616690624287344e-05,6.407929822737217e-11,402601862778.80054,1.039677,4857733846315202.0,0.000293245924928,1.733111680142439e-10,1370147319616.503,4.158708,1.943093538526081e+16,0.0011670999278614734,9.093423446132188e-10,5453098242632.413,0.25,0.4079007148549881,0.43605334677576985,0.25,0.26700901471196714,0.3028893433476202,0.25,0.07382993022779182,0.07046773814830735,0.25,0.25126034020525295,0.19058957172830257
2,2,84629.0,0.536664,4824423185880556.0,0.0003149507177614,2.7983235424292946e-10,2831297693115.8022,18399379.66,4.176834914726472,1.1123899776674502e-16,0.536664,4824423185880556.0,0.0001130106412862,7.841003340000409e-11,1015926460639.148,0.536664,4824423185880556.0,1.5248248619736776e-05,1.037037522269708e-11,137076465321.1866,0.536664,4824423185880556.0,7.794617361596341e-08,4.229945687759624e-14,700709060.4987946,2.146656,1.9297692743522224e+16,0.00044328755384095275,3.686550623225082e-10,3985001328136.6357,0.25,0.7104885193199023,0.759062828216707,0.25,0.2549375463105087,0.2126921380274147,0.25,0.034398097775620605,0.02813029382361995,0.25,0.00017583659396836965,0.00011473993225838757
3,3,13600.0,9.416687,1.681802326391975e+16,0.0326902012016945,2.4826449736877342e-08,58384075451622.86,954152772.99,4.176834914726472,5.599163975591545e-16,9.416687,1.681802326391975e+16,0.020266902219224,1.530263488993816e-08,36196300568394.93,9.416687,1.681802326391975e+16,0.0082259160619481,6.134828308954156e-09,14691329094499.54,9.416687,1.681802326391975e+16,0.0050179380348273,3.4903676888277793e-09,8961941562529.72,37.666748,6.7272093055679e+16,0.06620095751769389,4.9754280624597437e-08,118233646677047.03,0.25,0.4938025434595446,0.4989811816232689,0.25,0.3061421311588606,0.307564187399242,0.25,0.12425675353335355,0.12330252255564178,0.25,0.07579857184824144,0.07015210842184737
4,4,19167.0,8.158735,1.0684926089561162e+16,0.030598928575629,2.4152197909566647e-08,40073282224555.28,1565802081.22,4.176834914726472,7.63574303800831e-16,8.158735,1.0684926089561162e+16,0.0170209257912323,1.2342481713425676e-08,22291119156979.957,8.158735,1.0684926089561162e+16,0.011843560564965,8.582449590043597e-09,15510685084623.102,8.158735,1.0684926089561162e+16,0.0042868174762737,2.9965528144388206e-09,5614145807337.031,32.63494,4.273970435824465e+16,0.0637502324081,4.807368202747474e-08,83489232273495.38,0.25,0.47998144351456745,0.502399585198474,0.25,0.26699394101455304,0.2567409275281179,0.25,0.18578066491033177,0.1785269866605727,0.25,0.06724395056054767,0.062332500612835344
5,5,14423.0,19.005178,1.6617778118933944e+16,0.1048024134167435,8.027418432853217e-08,91637302870208.86,5618502599.09,4.176834914726472,1.14366540845469e-15,19.005178,1.6617778118933944e+16,0.0515184617005278,3.70649357936324e-08,45046795434810.91,19.005178,1.6617778118933944e+16,0.0513596702568383,3.921338558334514e-08,44907951116782.53,19.005178,1.6617778118933944e+16,0.0194631254672589,1.3040170620051973e-08,17018198962192.371,76.020712,6.647111247573578e+16,0.2271436708413685,1.6959267632556168e-07,198610248383994.7,0.25,0.46139262004766535,0.47333520566909604,0.25,0.22681002516907905,0.2185526910518236,0.25,0.2261109458458414,0.23122098449621992,0.25,0.08568640893741417,0.07689111878286047
6,6,55668.0,1.4002948,5090489138078836.0,0.0014045719895302,9.928575498759643e-10,5106037997394.155,39363057.9,4.176834914726472,2.7508059874349813e-16,1.4002948,5090489138078836.0,0.0008415873384829,6.278466398078599e-10,3059420920003.6147,1.4002948,5090489138078836.0,0.0002535692545764,1.6512362898472638e-10,921799849697.5056,1.4002948,5090489138078836.0,1.006083709676733e-05,8.863110438177186e-12,36574142788.41478,5.6011792,2.0361956552315344e+16,0.002509789419686267,1.7946909291067276e-09,9123832909883.69,0.25,0.5596373857157214,0.5532192389082502,0.25,0.33532189269811385,0.3498355230002518,0.25,0.1010320836431357,0.09200672177404577,0.25,0.0040086379430290895,0.004938516317452291
7,7,66738.0,0.65362054,4404056435781119.0,0.0003351389728856,2.2742171975039943e-10,2258146524003.0312,10266389.15,4.176834914726472,1.4841329795177147e-16,0.65362054,4404056435781119.0,0.0001845574503259,1.33724189291115e-10,1243537155180.8052,0.65362054,4404056435781119.0,4.8475580269385635e-05,3.6257382174278587e-11,326625585027.68604,0.65362054,4404056435781119.0,5.622913976216072e-07,4.4196966454091997e-13,3788686090.6785455,2.61448216,1.7616225743124476e+16,0.0005687342948785072,3.978452608803339e-10,3832097950302.201,0.25,0.5892716087346065,0.5716336025900396,0.25,0.3245055766600555,0.33612110647043075,0.25,0.08523414308915724,0.09113438248340548,0.25,0.0009886715161808973,0.001110908456124247
8,8,75290.0,7.1273932,2.7553050138336876e+16,0.0054812875227428,3.808278267419557e-09,21189540930164.113,246298008.34,4.176834914726472,2.586789180949175e-16,7.1273932,2.7553050138336876e+16,0.0073311752347008,5.034366964545136e-09,28340829970576.95,7.1273932,2.7553050138336876e+16,0.0039451600996454,2.736613213167414e-09,15251185248106.7,7.1273932,2.7553050138336876e+16,0.0039451760467086,2.461886217569521e-09,15251246896204.691,28.5095728,1.102122005533475e+17,0.0207027989037976,1.4041144662701627e-08,80032803045052.45,0.25,0.2647606996625632,0.27122277840607434,0.25,0.3541151739321591,0.3585439140099625,0.25,0.19056167805995172,0.19489958111726113,0.25,0.19056244834532593,0.1753337264667021
9,9,21362.0,3.960843,7243838702193043.0,0.0095143226885968,6.788727147235258e-09,17400391511809.88,284455080.17,4.176834914726472,5.467878514192857e-16,3.960843,7243838702193043.0,0.009960903818688,7.010133762095244e-09,18217127159706.91,3.960843,7243838702193043.0,0.0033365353927584,2.4860201723243082e-09,6102065698968.734,3.960843,7243838702193043.0,0.0030614125612067,2.358709946542381e-09,5598903767266.057,15.843372,2.8975354808772172e+16,0.025873174461249898,1.8643591028197194e-08,47318488137751.58,0.25,0.3677292364277273,0.36413194952451805,0.25,0.38498962829653494,0.3760076989187803,0.25,0.12895732596537426,0.13334449187199868,0.25,0.1183238093103635,0.12651585968470283
10,10,19787.0,1.9050109,6197995004214800.0,0.001763321566016,1.3070929819146902e-09,5737005629202.438,69621179.76,4.176834914726472,3.073592183769981e-16,1.9050109,6197995004214800.0,0.0016177966857891,1.216765366942699e-09,5263537219842.911,1.9050109,6197995004214800.0,0.0006242542346043,4.624209549464509e-10,2031024928748.67,1.9050109,6197995004214800.0,0.0004935596390363,3.6441869969186857e-10,1605807177811.6404,7.6200436,2.47919800168592e+16,0.0044989321254457,3.3506980034957085e-09,14637374955605.66,0.25,0.39194224692627727,0.3900957294721963,0.25,0.3595957086435992,0.3631378792339014,0.25,0.13875609082287643,0.1380073508457096,0.25,0.1097059536072472,0.10875904044819279
11,11,7611.0,54.81997,3.3582276391199516e+16,0.2539170005297945,2.0192233347515546e-07,155547529344067.78,12267028550.55,4.176834914726472,1.6324078023003222e-15,54.81997,3.3582276391199516e+16,0.1297378063649845,9.964108350145529e-08,79476345421875.2,54.81997,3.3582276391199516e+16,0.1690591195937903,1.2946756312806522e-07,103564268288572.95,54.81997,3.3582276391199516e+16,0.0905574813147823,6.83147712133694e-08,55474790788902.41,219.27988,1.3432910556479806e+17,0.6432714078033517,4.993457513180453e-07,394062933843418.4,0.25,0.394727633545648,0.4043737889872348,0.25,0.20168439758268472,0.19954326884417906,0.25,0.26281149378470703,0.25927438610688053,0.25,0.14077647508696012,0.1368085560617058
12,12,643.0,7.64764,1.779212633342922e+16,0.0240651363801004,1.7680485931123787e-08,55987199542074.555,836941540.76,4.176834914726472,4.2983282923475114e-16,7.64764,1.779212633342922e+16,0.0148728187048372,1.0660848387778684e-08,34601402436654.152,7.64764,1.779212633342922e+16,0.0055223074318982,3.911483118536219e-09,12847570162869.725,7.64764,1.779212633342922e+16,0.0034978323484327,2.479228053107046e-09,8137657504337.496,30.59056,7.116850533371688e+16,0.0479580948652685,3.473204549054574e-08,111573829645935.92,0.25,0.5017950868921712,0.5090539782903519,0.25,0.3101211327643495,0.3069455955503867,0.25,0.11514859894690027,0.11261885279981414,0.25,0.07293518139657895,0.07138157335944714
13,13,25929.0,44.82988,7.942242746247805e+16,0.1639991763061306,1.3001258648217906e-07,290547569703059.75,5643247410.75,4.176834914726472,5.644486253102654e-16,44.82988,7.942242746247805e+16,0.0925690886838868,6.874517173648007e-08,163999139218389.56,44.82988,7.942242746247805e+16,0.0803695917886982,6.145697650742316e-08,142386017406846.94,44.82988,7.942242746247805e+16,0.0475366757965675,3.3256280028629535e-08,84217896306218.48,179.31952,3.176897098499122e+17,0.3844745325752831,2.9347101475471183e-07,681150622634514.8,0.25,0.42655406902411225,0.4430167885262735,0.25,0.24076780343249668,0.2342485911051164,0.25,0.20903749137912328,0.209414127520532,0.25,0.12364063616426779,0.11332049284807807
14,14,39656.0,13.765952,1.9974785646910924e+16,0.0506995005602378,3.8981498385447124e-08,73566409071903.72,1146988276.92,4.176834914726472,6.891664443031903e-16,13.765952,1.9974785646910924e+16,0.0330782600832964,2.4451882432870627e-08,47997490819132.375,13.765952,1.9974785646910924e+16,0.0123114481980962,9.018230183738952e-09,17864259497637.383,13.765952,1.9974785646910924e+16,0.0052083087645286,3.6829377956634397e-09,7557403305952.831,55.063808,7.98991425876437e+16,0.101297517606159,7.613454879772013e-08,146985562694626.3,0.25,0.500500918071414,0.5120080042638203,0.25,0.3265456139991846,0.32116670839983813,0.25,0.12153751137281227,0.1184512199277525,0.25,0.05141595655658919,0.04837406740858923
15,15,27710.0,1.3718463,4535489412421225.0,0.0001286259534879,7.367493130766083e-11,425252923893.2629,1745857.8,4.176834914726472,3.0246929829512135e-16,1.3718463,4535489412421225.0,1.5977738077945444e-05,9.151798089137296e-12,52824330165.09284,1.3718463,4535489412421225.0,1.954309296169521e-06,1.1193977517352906e-12,6461182365.235258,1.3718463,4535489412421225.0,0.0,0.0,0.0,5.4873852,1.81419576496849e+16,0.00014655800086201497,8.394612714853342e-11,484538436423.59094,0.25,0.8776453877055947,0.8776453877056313,0.25,0.10901989645033817,0.10901989645030553,0.25,0.013334715844067169,0.013334715844063177,0.25,0.0,0.0
16,16,110978.0,0.57586527,5559348736413416.0,0.000245290598739,1.7602982239024156e-10,2368012191730.4565,6362276.0600000005,4.176834914726472,1.0358502358884512e-16,0.57586527,5559348736413416.0,0.0002150788052267,1.4059041831540459e-10,2076350400618.2344,0.57586527,5559348736413416.0,0.0001420030207989,8.735181888532354e-11,1370883703831.2256,0.57586527,5559348736413416.0,4.726731034168552e-06,2.756024450872163e-12,45631413407.11694,2.30346108,2.2237394945653664e+16,0.0006070991557987686,4.0672808404184185e-10,5860877709587.034,0.25,0.40403712704272804,0.4327948555726794,0.25,0.3542729440032212,0.34566193934358724,0.25,0.23390416448869,0.21476711914571722,0.25,0.007785764465360733,0.006776085938016119
17,17,67468.0,0.760795,5242957676864332.0,0.000334415537309,4.0061867837859936e-10,2304597833315.2153,17518910.25,4.176834914726472,1.4510798043577007e-16,0.760795,5242957676864332.0,0.0003192545169325,1.7446313691531558e-10,2200116878298.411,0.760795,5242957676864332.0,6.948996473166352e-05,3.5606765796521655e-11,478884514297.4217,0.760795,5242957676864332.0,0.0001778591947469,7.543708931249698e-11,1225702364631.0427,3.04318,2.097183070745733e+16,0.0009010192137200635,6.861256704029336e-10,6209301590542.092,0.25,0.3711525039830051,0.5838852788343167,0.25,0.35432598114571257,0.2542728605575426,0.25,0.07712373240605862,0.05189539953462353,0.25,0.1973977824652237,0.10994646107351713
18,18,4401.0,95.13057,5.709446558814187e+16,0.421288415206965,3.2334850350135257e-07,252844452889506.3,33966299333.43,4.176834914726472,1.666195996758011e-15,95.13057,5.709446558814187e+16,0.1582901186278304,1.195072561075595e-07,95000899615544.8,95.13057,5.709446558814187e+16,0.2331429276726463,1.6972111708935117e-07,139925271772518.12,95.13057,5.709446558814187e+16,0.0798119148928187,5.647339501274255e-08,47900676179820.52,380.52228,2.283778623525675e+17,0.8925333764002604,6.690502717110057e-07,535671300457389.75,0.25,0.4720141860756996,0.48329477944076227,0.25,0.17734924296751958,0.1786222368641086,0.25,0.26121480029458566,0.2536746852449702,0.25,0.08942177066219506,0.08440829845015901
