,Unnamed: 0,id,sfr_IIP,sfrd_IIP,snr_IIP,snrs_IIP,snrd_IIP,mass,z,halo_volume,sfr_II-Other,sfrd_II-Other,snr_II-Other,snrs_II-Other,snrd_II-Other,sfr_Ib,sfrd_Ib,snr_Ib,snrs_Ib,snrd_Ib,sfr_Ic,sfrd_Ic,snr_Ic,snrs_Ic,snrd_Ic,sfr_total,sfrd_total,snr_total,snrs_total,snrd_total,sfr_IIP_ratio,snr_IIP_ratio,snrs_IIP_ratio,sfr_II-Other_ratio,snr_II-Other_ratio,snrs_II-Other_ratio,sfr_Ib_ratio,snr_Ib_ratio,snrs_Ib_ratio,sfr_Ic_ratio,snr_Ic_ratio,snrs_Ic_ratio
0,0,4388.0,1.1154121,7039501605513385.0,0.0010699825698403,7.823233724707698e-10,6752790307961.231,16961399.26,7.23627606616736,1.584504361965628e-16,1.1154121,7039501605513385.0,0.0015753911677717,1.1649361293537867e-09,9942485521576.334,1.1154121,7039501605513385.0,0.0003884672734079,2.7657120600346836e-10,2451664272643.7847,1.1154121,7039501605513385.0,0.0003610023253103,2.644304012509798e-10,2278329640333.46,4.4616484,2.815800642205354e+16,0.0033948433363302,2.4882611090790047e-09,21425269742514.812,0.25,0.315178776702239,0.31440565848024526,0.25,0.4640541585269987,0.4681727834362896,0.25,0.11442863040267129,0.11115039534811415,0.25,0.10633843436809098,0.10627116273535096
1,1,31267.0,0.23135507,7393461404587949.0,7.216865012137225e-05,6.612303431826055e-11,2306308348001.957,1091429.8,7.23627606616736,3.129184793693988e-17,0.23135507,7393461404587949.0,1.7345908384349295e-05,1.5892830106296617e-11,554326750510.3951,0.23135507,7393461404587949.0,3.484499661970089e-06,3.1926008085633073e-12,111354870092.4324,0.23135507,7393461404587949.0,0.0,0.0,0.0,0.92542028,2.9573845618351796e+16,9.299905816769165e-05,8.520846523312047e-11,2971989968604.7847,0.25,0.7760148494325722,0.7760148494325723,0.25,0.18651703281846088,0.1865170328184609,0.25,0.03746811774896686,0.03746811774896687,0.25,0.0,0.0
2,2,40490.0,0.16650063,7443533811465934.0,0.0001725446566932,1.1548623431954276e-10,7713736495076.415,1494071.2,7.23627606616736,2.236849246839241e-17,0.16650063,7443533811465934.0,0.0001738149876418,1.1633648225185611e-10,7770527579693.493,0.16650063,7443533811465934.0,0.0,0.0,0.0,0.16650063,7443533811465934.0,1.6320208466353044e-06,1.0923313739233477e-12,72960699025.26584,0.66600252,2.9774135245863736e+16,0.0003479916651816353,2.329150479453222e-10,15557224773795.174,0.25,0.49582985443958777,0.49582985443969096,0.25,0.49948031815956495,0.499480318159463,0.25,0.0,0.0,0.25,0.004689827400847277,0.004689827400846068
3,3,18173.0,0.8868518,1.9658717461840636e+16,0.0009528441976245,5.276550498391086e-10,21121561535146.945,17733583.8,7.23627606616736,4.511239360967775e-17,0.8868518,1.9658717461840636e+16,0.0007878682127022,4.706555671710203e-10,17464562388754.377,0.8868518,1.9658717461840636e+16,6.400718612920985e-05,3.679304829888121e-11,1418838173008.818,0.8868518,1.9658717461840636e+16,3.833831903164865e-06,2.378836322551463e-12,84984005422.90025,3.5474072,7.863486984736254e+16,0.0018085534283590744,1.0374825016315614e-09,40089946102333.04,0.25,0.5268543260505324,0.5085917584241757,0.25,0.4356344691552982,0.4536515714056477,0.25,0.03539137142732048,0.03546377721168297,0.25,0.002119833366849081,0.002292892958493726
4,4,14701.0,0.6802212,7304219730019051.0,0.0014298725422529,9.346776674984678e-10,15353980785274.418,37627014.6,7.23627606616736,9.312715459591271e-17,0.6802212,7304219730019051.0,0.0010482968063095,6.905378981065097e-10,11256618017142.656,0.6802212,7304219730019051.0,0.0001499075286643,9.307535015471104e-11,1609708031076.583,0.6802212,7304219730019051.0,7.216365720741394e-06,4.615306048128674e-12,77489382683.85701,2.7208848,2.9216878920076204e+16,0.0026352932429474416,1.7229062218078172e-09,28297796216177.51,0.25,0.5425857430020425,0.5425006048894094,0.25,0.3977913308566121,0.40079830774651193,0.25,0.05688457216876406,0.05402229615088893,0.25,0.002738353972581152,0.002678791213189717
5,5,20926.0,0.3309806,7955597538688766.0,0.0005477758118134,3.6813665773653957e-10,13166584084433.115,5997208.8,7.23627606616736,4.160348715359373e-17,0.3309806,7955597538688766.0,0.0003615410324211,2.4826624916800334e-10,8690161742604.736,0.3309806,7955597538688766.0,9.671646977306386e-05,6.410453289250257e-11,2324720267221.865,0.3309806,7955597538688766.0,1.9321856049695933e-06,1.1905935967073998e-12,46442876238.62535,1.3239224,3.1822390154755064e+16,0.0010079654996125336,6.816980333937528e-10,24227908970498.344,0.25,0.5434469850644367,0.540028927329913,0.25,0.3586839356704946,0.364188008482347,0.25,0.09595216285700463,0.09403655247964521,0.25,0.0019169164080639009,0.0017465117080948155
6,6,9505.0,1.077247,8971604662208275.0,0.0015076247555534,1.0172088722951054e-09,12555907127876.664,35776745.14,7.23627606616736,1.2007294576161652e-16,1.077247,8971604662208275.0,0.0016056552793665,1.056686272292166e-09,13372331870280.67,1.077247,8971604662208275.0,0.0006460022053165,4.1867986208651056e-10,5380081259928.78,1.077247,8971604662208275.0,0.0007315078387899,4.5784086617050887e-10,6092195324683.861,4.308988,3.58864186488331e+16,0.0044907900790263,2.9504158728442906e-09,37400515582769.98,0.25,0.3357148138797629,0.3447679636140532,0.25,0.35754405151679697,0.35814824683460245,0.25,0.14385045703507193,0.14190537203248246,0.25,0.16289067756836825,0.15517841751886197
7,7,61677.0,0.24163167,8441860362064968.0,0.0002362540470917,1.7078679570477567e-10,8253982913418.908,3003820.1,7.23627606616736,2.862303563866275e-17,0.24163167,8441860362064968.0,0.000118934404587,9.141730703672635e-11,4155198843634.28,0.24163167,8441860362064968.0,5.2869851183931156e-06,3.5844547520385786e-12,184710845667.6652,0.24163167,8441860362064968.0,0.0,0.0,0.0,0.96652668,3.376744144825987e+16,0.00036047543679709314,2.657885574935406e-10,12593892602720.854,0.25,0.6553956885131241,0.6425663968206241,0.25,0.3299376114049807,0.34394748930810554,0.25,0.014666700081895148,0.013486113871270364,0.25,0.0,0.0
8,8,11556.0,1.1797919,1.1858542960084934e+16,0.0008308004204829,5.531784167423024e-10,8350695133229.371,23145430.0,7.23627606616736,9.948877395571284e-17,1.1797919,1.1858542960084934e+16,0.0014373890348807,1.0581921257593651e-09,14447751014808.531,1.1797919,1.1858542960084934e+16,0.0003106110524799,2.1187094639336732e-10,3122071366747.7617,1.1797919,1.1858542960084934e+16,0.0001281329930108,8.895000323949076e-11,1287914082325.795,4.7191676,4.7434171840339736e+16,0.0027069335008542998,1.9121914921345255e-09,27208431597111.46,0.25,0.30691571116198535,0.2892902823894509,0.25,0.5310027137449311,0.5533923407315944,0.25,0.11474646583740314,0.11080006749578294,0.25,0.04733510925568051,0.046517309383171855
9,9,967.0,7.080818,1.8269450279344172e+16,0.010431115913346,7.792197104346185e-09,26913663581940.785,215938447.25,7.23627606616736,3.875769599923717e-16,7.080818,1.8269450279344172e+16,0.0111372317172833,7.853397133888496e-09,28735536079086.273,7.080818,1.8269450279344172e+16,0.0035597310391635,2.405758314452276e-09,9184578565334.9,7.080818,1.8269450279344172e+16,0.0027342776423215,1.760157754380766e-09,7054799238776.746,28.323272,7.307780111737669e+16,0.027862356312114298,1.9811510307067726e-08,71888577465138.7,0.25,0.37438024969950756,0.39331666206015253,0.25,0.3997232535728119,0.39640577685219736,0.25,0.12776130630472776,0.12143235306972157,0.25,0.09813519042295289,0.08884520801792847
