,Unnamed: 0,id,sfr_IIP,sfrd_IIP,snr_IIP,snrs_IIP,snrd_IIP,mass,z,halo_volume,sfr_II-Other,sfrd_II-Other,snr_II-Other,snrs_II-Other,snrd_II-Other,sfr_Ib,sfrd_Ib,snr_Ib,snrs_Ib,snrd_Ib,sfr_Ic,sfrd_Ic,snr_Ic,snrs_Ic,snrd_Ic,sfr_total,sfrd_total,snr_total,snrs_total,snrd_total,sfr_IIP_ratio,snr_IIP_ratio,snrs_IIP_ratio,sfr_II-Other_ratio,snr_II-Other_ratio,snrs_II-Other_ratio,sfr_Ib_ratio,snr_Ib_ratio,snrs_Ib_ratio,sfr_Ic_ratio,snr_Ic_ratio,snrs_Ic_ratio
0,0,135397.0,9.756257,5375325584101296.0,0.0140854993244397,1.0782052591288986e-08,7760573023394.374,518063800.93,0.9972942257819404,1.8150076395104825e-15,9.756257,5375325584101296.0,0.0043032102128013,3.2644688244994292e-09,2370904738429.6035,9.756257,5375325584101296.0,0.0070735942265977,5.417667084619496e-09,3897280690513.008,9.756257,5375325584101296.0,0.0049601284877805,4.182118085942002e-09,2732841658516.8535,39.025028,2.1501302336405184e+16,0.0304224322516192,2.3646306586349916e-08,16761600110853.838,0.25,0.4629971465772601,0.4559719528255225,0.25,0.14144859218388978,0.13805406829935457,0.25,0.23251244897492426,0.2291126127810126,0.25,0.16304181226392583,0.1768613660941102
1,1,63182.0,2.1533644,2686803263230443.5,0.0059085015645543,4.3459317647116134e-09,7372175970052.579,210988061.77,0.9972942257819404,8.014596488955168e-16,2.1533644,2686803263230443.5,0.0028680185748033,2.1052094486395702e-09,3578494037417.4653,2.1533644,2686803263230443.5,0.0010813047798437,7.708512763074893e-10,1349169332896.3726,2.1533644,2686803263230443.5,0.0017246606953743,1.2607464478497495e-09,2151899596880.6416,8.6134576,1.0747213052921774e+16,0.011582485614575599,8.482738937508422e-09,14451738937247.059,0.25,0.5101237990849684,0.5123264781254856,0.25,0.24761684756112592,0.2481756734644859,0.25,0.0933568851994055,0.09087292229388191,0.25,0.14890246815450023,0.14862492611614664
2,2,278865.0,0.97393066,3313237572011130.5,0.0014881925446177,9.477408750703138e-10,5062717147865.84,41887558.1,0.9972942257819404,2.939513508561432e-16,0.97393066,3313237572011130.5,0.0007027041133305,4.0338179889767085e-10,2390545616762.429,0.97393066,3313237572011130.5,0.0007628946425654,4.4615057083137174e-10,2595309190937.4766,0.97393066,3313237572011130.5,1.315364378270424e-05,8.240532760580772e-12,44747689522.071625,3.89572264,1.3252950288044522e+16,0.0029669449442963043,1.8055137775599371e-09,10093319645087.818,0.25,0.5015908864364409,0.5249147842843597,0.25,0.23684433871325722,0.223416627395013,0.25,0.25713137819830434,0.24710449533889586,0.25,0.004433396651997532,0.004564092981731464
3,3,206445.0,7.818808,5299993763860622.0,0.0094796882631518,7.086833146342226e-09,6425824585799.689,657622614.56,0.9972942257819404,1.475248528274611e-15,7.818808,5299993763860622.0,0.0020437670401056,1.4953871553462011e-09,1385371346545.8723,7.818808,5299993763860622.0,0.0064806675127878,4.638314868754768e-09,4392932708339.892,7.818808,5299993763860622.0,0.0020313782834808,1.4984794570466956e-09,1376973604479.1582,31.275232,2.119997505544249e+16,0.020035501099526003,1.4719014627489891e-08,13581102245164.611,0.25,0.4731445555597344,0.4814746996111098,0.25,0.10200728346913925,0.10159560223232261,0.25,0.32345921774530106,0.3151240070168857,0.25,0.10138894322582519,0.10180569113968188
4,4,277001.0,5.8136377,3033076148920415.5,0.0144119077050206,1.0978682106222426e-08,7518943521461.713,655267747.9,0.9972942257819404,1.916746370535171e-15,5.8136377,3033076148920415.5,0.0059908573480285,4.406780134866832e-09,3125534729123.217,5.8136377,3033076148920415.5,0.0067955437912965,4.863452759949306e-09,3545353676292.193,5.8136377,3033076148920415.5,0.0038086342358223,2.495524824948945e-09,1987030884403.8352,23.2545508,1.2132304595681662e+16,0.0310069430801679,2.2744439825987506e-08,16176862811280.959,0.25,0.4647961480033317,0.4826974060569443,0.25,0.19321018949011662,0.19375197492583227,0.25,0.21916200425584498,0.2138304041409007,0.25,0.12283165825070676,0.10972021487632289
5,5,194659.0,9.348489,4450446597318037.0,0.0291577728691952,2.2723800314234018e-08,13880864709910.049,1292297017.61,0.9972942257819404,2.1005732336241626e-15,9.348489,4450446597318037.0,0.0130884954468417,9.92845064936856e-09,6230916036314.457,9.348489,4450446597318037.0,0.0104439414483896,7.846763166393931e-09,4971948266888.307,9.348489,4450446597318037.0,0.0041483227872592,2.9051690200027772e-09,1974852731081.4587,37.393956,1.7801786389272148e+16,0.0568385325516857,4.340418314999928e-08,27058581744194.27,0.25,0.512993062280079,0.5235394071512297,0.25,0.23027504158274623,0.22874409627885658,0.25,0.18374755609484603,0.1807835696222303,0.25,0.07298434004232873,0.0669329269476835
6,6,120967.0,3.3785868,2829494945784803.5,0.0036795735577258,2.684387069321271e-09,3081564985759.3667,146885240.58,0.9972942257819404,1.1940600229850906e-15,3.3785868,2829494945784803.5,0.0012394274539603,8.87363442272016e-10,1037994263355.2148,3.3785868,2829494945784803.5,0.0006131790457974,4.5881726825224307e-10,513524474476.99133,3.3785868,2829494945784803.5,3.7079369204250656e-05,4.805355650265242e-11,31053187017.813457,13.5143472,1.1317979783139214e+16,0.00556925942668775,4.078621336348183e-09,4664136910609.387,0.25,0.6606935098216787,0.6581604046932076,0.25,0.22254798331372302,0.21756455652402437,0.25,0.1101006433385131,0.11249322514039702,0.25,0.0066578635260852205,0.01178181364237099
7,7,78473.0,27.99838,1.0001964093549578e+16,0.0290066967224165,2.2710276476837914e-08,10362168778696.943,687458158.11,0.9972942257819404,2.7992881936115517e-15,27.99838,1.0001964093549578e+16,0.0179270604593942,1.3656560711667556e-08,6404149633577.137,27.99838,1.0001964093549578e+16,0.0236637408221831,1.787469171703695e-08,8453485023867.069,27.99838,1.0001964093549578e+16,0.0139693815224563,1.0228197278247564e-08,4990333454889.3,111.99352,4.000785637419831e+16,0.0845668795264501,6.446972618378998e-08,30210136891030.45,0.25,0.343003039545098,0.3522626482404403,0.25,0.211986779691772,0.2118290478345681,0.25,0.2798227977039375,0.2772571371883893,0.25,0.16518738305919253,0.15865116673660237
8,8,221430.0,0.35785404,543672592965364.56,0.0011674084201592,8.628618018343582e-10,1773594515902.5334,20926236.51,0.9972942257819404,6.582160745829569e-16,0.35785404,543672592965364.56,0.0005778220713981,4.5123520729132036e-10,877860772033.2874,0.35785404,543672592965364.56,0.0001835688442076,1.378023551034551e-10,278888424783.52155,0.35785404,543672592965364.56,3.5234975280290924e-06,3.0341634132884562e-12,5353101609.166209,1.43141616,2174690371861458.2,0.001932322833292929,1.4549335276424222e-09,2935696814328.5083,0.25,0.604147712817627,0.5930592603997116,0.25,0.2990297798289824,0.31014145919264297,0.25,0.09499905556400991,0.09471384945451794,0.25,0.001823451789380657,0.002085430953127475
9,9,233129.0,12.957609,2.0980434423124452e+16,0.0223357945682042,1.726425666025132e-08,36165211747521.42,1273506521.07,0.9972942257819404,6.176044184155804e-16,12.957609,2.0980434423124452e+16,0.006976312949368,5.420352424509122e-09,11295762694291.0,12.957609,2.0980434423124452e+16,0.0165478878840236,1.2739914801260621e-08,26793668229375.793,12.957609,2.0980434423124452e+16,0.006717729320787,4.780970612524116e-09,10877074581203.523,51.830436,8.392173769249781e+16,0.0525777247223828,4.0205494498545183e-08,85131717252391.75,0.25,0.42481478014007057,0.4294004308509629,0.25,0.13268571407766,0.134816210871508,0.25,0.3147319130182714,0.3168699940183949,0.25,0.1277675927639981,0.11891336425913412
