,Unnamed: 0,id,sfr_IIP,sfrd_IIP,snr_IIP,snrs_IIP,snrd_IIP,mass,z,halo_volume,sfr_II-Other,sfrd_II-Other,snr_II-Other,snrs_II-Other,snrd_II-Other,sfr_Ib,sfrd_Ib,snr_Ib,snrs_Ib,snrd_Ib,sfr_Ic,sfrd_Ic,snr_Ic,snrs_Ic,snrd_Ic,sfr_total,sfrd_total,snr_total,snrs_total,snrd_total,sfr_IIP_ratio,snr_IIP_ratio,snrs_IIP_ratio,sfr_II-Other_ratio,snr_II-Other_ratio,snrs_II-Other_ratio,sfr_Ib_ratio,snr_Ib_ratio,snrs_Ib_ratio,sfr_Ic_ratio,snr_Ic_ratio,snrs_Ic_ratio
0,0,146633.0,1.0818537,2692153639124040.0,0.0002131025266473,1.5859976984432682e-10,530297897599.5335,5427562.3,0.524565820433923,4.018543682937829e-16,1.0818537,2692153639124040.0,5.8407587134588146e-05,4.3794467171137147e-11,145345159199.2854,1.0818537,2692153639124040.0,1.7430774086545752e-05,1.318324117549008e-11,43375848222.21633,1.0818537,2692153639124040.0,0.0,0.0,0.0,4.3274148,1.076861455649616e+16,0.0002889408878684339,2.1557747819095402e-10,719018905021.0352,0.25,0.7375298394747576,0.7356973055591756,0.25,0.20214372415572907,0.20314954761807225,0.25,0.06032643636951329,0.06115314682275224,0.25,0.0,0.0
1,1,263184.0,1.8754878,1240851382125036.8,0.0002071273765456,1.495425304584596e-10,137038636808.3053,6463510.460000001,0.524565820433923,1.5114524003576544e-15,1.8754878,1240851382125036.8,7.14869798390638e-05,5.5682323493284213e-11,47296878037.408165,1.8754878,1240851382125036.8,0.0001162846051048,5.490016793646274e-11,76935671329.99174,1.8754878,1240851382125036.8,1.4419598729795931e-05,9.777646586856188e-12,9540226821.819746,7.5019512,4963405528500147.0,0.00040931856021925975,2.6990266847506273e-10,270811412997.52493,0.25,0.5060297691720796,0.5540609557636751,0.25,0.17464876208098248,0.20630519812155507,0.25,0.2840931646063394,0.20340728102706832,0.25,0.03522830414059842,0.03622656508770153
2,2,248057.0,3.633767,4207247324573146.5,0.0008607923537185,7.108914180597354e-10,996642417412.974,64002586.84,0.524565820433923,8.636922718510897e-16,3.633767,4207247324573146.5,0.0008333239250986,6.258821534267331e-10,964838927309.9088,3.633767,4207247324573146.5,0.0008072329474264,5.848391994481454e-10,934630277166.2096,3.633767,4207247324573146.5,0.0003253857369946,2.445213123036871e-10,376738043860.56067,14.535068,1.6828989298292586e+16,0.0028267349632381,2.166134083238301e-09,3272849665749.653,0.25,0.30451823920996096,0.3281844016770077,0.25,0.29480086953182383,0.2889397098129121,0.25,0.28557079383972145,0.26999215051998515,0.25,0.11511009741849373,0.11288373799009503
3,3,103463.0,6.659909,2679221820783276.5,0.0047227490469507,3.763128782594876e-09,1899919698703.6868,109504988.63,0.524565820433923,2.48576245099891e-15,6.659909,2679221820783276.5,0.0034000935761757,2.5611509724629782e-09,1367827233374.3716,6.659909,2679221820783276.5,0.0024188177419655,1.871210293299286e-09,973068742346.454,6.659909,2679221820783276.5,0.0013722344424581,1.1118034336890675e-09,552037642175.6125,26.639636,1.0716887283133106e+16,0.011913894807549999,9.307293482046208e-09,4792853316600.125,0.25,0.3964068109748484,0.4043204170851559,0.25,0.2853889203403923,0.2751767715720413,0.25,0.20302493693604395,0.20104773712238205,0.25,0.11517933174871547,0.11945507422042069
4,4,332088.0,5.2940235,5111063690295909.0,0.0039893771693402,3.198024090945823e-09,3851505532060.9214,140453464.9,0.524565820433923,1.0357968166296706e-15,5.2940235,5111063690295909.0,0.0015146759718964,1.2109511468428948e-09,1462329240231.662,5.2940235,5111063690295909.0,0.0020275038869786,1.5798333739966011e-09,1957433981672.061,5.2940235,5111063690295909.0,0.000527526499217,4.01285741476549e-10,509295347067.76447,21.176094,2.0444254761183636e+16,0.0080590835274322,6.3900943532618676e-09,7780564101032.409,0.25,0.4950162330196499,0.500465863905964,0.25,0.18794642923610555,0.1895044235496705,0.25,0.25157995696126095,0.2472316192311252,0.25,0.06545738078298358,0.06279809331324035
5,5,348830.0,9.982719,5089971302963784.0,0.0110671978756325,7.884670653551708e-09,5642923495211.233,593919131.29,0.524565820433923,1.9612525112248217e-15,9.982719,5089971302963784.0,0.0042946037713173,2.839182662728111e-09,2189725059235.383,9.982719,5089971302963784.0,0.006385165448611,4.294063599511261e-09,3255656990656.1714,9.982719,5089971302963784.0,0.0021151498317578,1.314196793328496e-09,1078468896611.8644,39.930876,2.0359885211855136e+16,0.0238621169273186,1.6332113709119575e-08,12166774441714.652,0.25,0.46379782268865644,0.48277098690226733,0.25,0.1799758078630741,0.1738404907836736,0.25,0.2675858754719674,0.26292148560743417,0.25,0.08864049397630207,0.08046703670662486
6,6,341896.0,0.73962396,4700985951618896.0,3.121486080941793e-07,2.340126851665428e-13,1983989568.7913213,2254809.35,0.524565820433923,1.5733379499789674e-16,0.73962396,4700985951618896.0,2.7881176879925034e-07,3.027557360036359e-13,1772103500.0965784,0.73962396,4700985951618896.0,0.0,0.0,0.0,0.73962396,4700985951618896.0,0.0,0.0,0.0,2.95849584,1.8803943806475584e+16,5.909603768934296e-07,5.367684211701786e-13,3756093068.8878994,0.25,0.5282056467729483,0.4359658205234669,0.25,0.4717943532270517,0.5640341794765332,0.25,0.0,0.0,0.25,0.0,0.0
7,7,226053.0,5.309916,2883776499556729.5,0.0031487459603813,2.3827876911849508e-09,1710060875468.0603,89400160.17,0.524565820433923,1.8413063567222346e-15,5.309916,2883776499556729.5,0.0012319267422732,9.054208595595387e-10,669050393366.513,5.309916,2883776499556729.5,0.0006207179638405,4.6240688577479024e-10,337107381166.8661,5.309916,2883776499556729.5,0.0003116210871942,1.8023269908138136e-10,169239130716.39136,21.239664,1.1535105998226918e+16,0.005313011753689201,3.930848135600661e-09,2885457780717.831,0.25,0.5926480321062536,0.6061764812546858,0.25,0.23186975662490977,0.23033727794248254,0.25,0.11682977426306117,0.11763539822027015,0.25,0.058652437005775375,0.04585084258256152
8,8,317123.0,0.85720664,598349244011578.2,0.0007645607271586,6.358996943212152e-10,533680342345.81616,10221744.1,0.524565820433923,1.4326192413195609e-15,0.85720664,598349244011578.2,0.0004133047831976,3.508073771592773e-10,288495904059.5661,0.85720664,598349244011578.2,0.0003063066046779,2.7164723798444126e-10,213808802676.58304,0.85720664,598349244011578.2,1.110129640999536e-05,9.586193427587059e-12,7748951074.93471,3.42882656,2393396976046313.0,0.0014952734114440955,1.267940502892521e-09,1043734000156.9,0.25,0.5113183457333114,0.5015217140477437,0.25,0.27640749847778084,0.2766749515130948,0.25,0.20484989723857738,0.21424289023399695,0.25,0.007424258550330285,0.00756044420516445
9,9,230036.0,5.4240723,2985843296446468.5,0.0039710023910277,3.0115138935824e-09,2185957379185.928,152644806.84,0.524565820433923,1.8165964390881906e-15,5.4240723,2985843296446468.5,0.0011971955770885,8.773955118840003e-10,659032216142.3276,5.4240723,2985843296446468.5,0.001960490382076,1.5718055218807344e-09,1079210737118.9436,5.4240723,2985843296446468.5,0.0011085807822659,7.575275312778915e-10,610251544268.3414,21.6962892,1.1943373185785874e+16,0.0082372691324581,6.2182424586250265e-09,4534451876715.541,0.25,0.48207753409201837,0.48430306692291697,0.25,0.14533889300412386,0.14110024138203342,0.25,0.23800246787504997,0.2527732767480879,0.25,0.13458110502880777,0.12182341494696164
