,Unnamed: 0,id,sfr_IIP,sfrd_IIP,snr_IIP,snrs_IIP,snrd_IIP,mass,z,halo_volume,sfr_II-Other,sfrd_II-Other,snr_II-Other,snrs_II-Other,snrd_II-Other,sfr_Ib,sfrd_Ib,snr_Ib,snrs_Ib,snrd_Ib,sfr_Ic,sfrd_Ic,snr_Ic,snrs_Ic,snrd_Ic,sfr_total,sfrd_total,snr_total,snrs_total,snrd_total,sfr_IIP_ratio,snr_IIP_ratio,snrs_IIP_ratio,sfr_II-Other_ratio,snr_II-Other_ratio,snrs_II-Other_ratio,sfr_Ib_ratio,snr_Ib_ratio,snrs_Ib_ratio,sfr_Ic_ratio,snr_Ic_ratio,snrs_Ic_ratio
0,0,305703.0,1.7155472,918188042932777.6,0.0006613536779395,4.240083405347447e-10,353966967060.83356,32737528.9,0.2613432561610123,1.868405075849587e-15,1.7155472,918188042932777.6,0.0001151798765121,7.351658055263267e-11,61646094843.64463,1.7155472,918188042932777.6,9.635033190726808e-05,6.289733416103287e-11,51568224231.81247,1.7155472,918188042932777.6,0.0,0.0,0.0,6.8621888,3672752171731110.5,0.0008728838863588681,5.604222552484102e-10,467181286136.29065,0.25,0.757665123935623,0.7565872635568348,0.25,0.1319532624122084,0.13118069431422927,0.25,0.11038161365216867,0.11223204212893594,0.25,0.0,0.0
1,1,410975.0,7.992892,4849519138277407.0,0.0052730880952519,4.0959179681635895e-09,3199335313894.7847,262109781.93,0.2613432561610123,1.648182380993582e-15,7.992892,4849519138277407.0,0.0021547344259698,1.5372685973033306e-09,1307339800993.9336,7.992892,4849519138277407.0,0.0041505109872143,2.7518330137820807e-09,2518235260294.573,7.992892,4849519138277407.0,0.0015776687710754,8.824218370834625e-10,957217350014.583,31.971568,1.9398076553109628e+16,0.013156002279511402,9.267441416332464e-09,7982127725197.875,0.25,0.40081234277862526,0.44196858487232016,0.25,0.16378337280508773,0.16587842622820653,0.25,0.3154842100991522,0.29693557155186234,0.25,0.11992007431713464,0.0952174173476109
2,2,282213.0,7.099558,7628230938391283.0,0.0065650873824577,5.137387765559261e-09,7053960638691.371,170131128.05,0.2613432561610123,9.306952106378185e-16,7.099558,7628230938391283.0,0.0040124177055441,2.759552046430104e-09,4311204849538.616,7.099558,7628230938391283.0,0.0029869096133372,1.9910002859270033e-09,3209331668624.63,7.099558,7628230938391283.0,0.001180393959805,7.292852664792267e-10,1268292719585.4788,28.398232,3.0512923753565132e+16,0.014744808661143999,1.0617225364395595e-08,15842789876440.096,0.25,0.44524737711641066,0.4838729130481932,0.25,0.27212409450369834,0.25991273159597256,0.25,0.20257364350942048,0.1875254803014483,0.25,0.08005488487047056,0.06868887505438598
3,3,357367.0,2.9366164,3350306874721942.5,0.0021705688279015,1.6393520326918824e-09,2476343749280.856,62874878.06,0.2613432561610123,8.765216172156539e-16,2.9366164,3350306874721942.5,0.0011517376937343,9.620677399010686e-10,1313986638906.752,2.9366164,3350306874721942.5,0.0011781737760786,1.1150067919791566e-09,1344146856093.79,2.9366164,3350306874721942.5,0.0009868584888958,8.101728482704728e-10,1125880377064.3816,11.7464656,1.340122749888777e+16,0.005487338786610199,4.526599412842581e-09,6260357621345.78,0.25,0.3955594710496028,0.36215973254465966,0.25,0.2098900283949454,0.21253653176633017,0.25,0.2147076792403438,0.24632327499882806,0.25,0.1798428213151081,0.17898046069018206
4,4,323846.0,1.2285609,5625993213498331.0,0.0010977258799258,8.479997466933793e-10,5026855690054.985,30071086.88,0.2613432561610123,2.1837226839384355e-16,1.2285609,5625993213498331.0,0.0002369544438237,1.9124241782849818e-10,1085094025750.6456,1.2285609,5625993213498331.0,0.0001449985394149,1.1127763434254723e-10,663997038091.8121,1.2285609,5625993213498331.0,1.6329186524979304e-06,1.217593019286826e-12,7477683244.801456,4.9142436,2.2503972853993324e+16,0.001481311781816898,1.1517373918837117e-09,6783424437142.245,0.25,0.7410498541903097,0.7362787321738703,0.25,0.1599625728575954,0.16604689504411566,0.25,0.09788522659088861,0.09661719340426059,0.25,0.0011023463612063354,0.0010571793777532958
5,5,116561.0,9.016866,5583336804417396.0,0.0041509494031242,3.345977104464164e-09,2570310856980.4893,136086790.97,0.2613432561610123,1.6149600706276725e-15,9.016866,5583336804417396.0,0.0030832208182786,2.173617118528381e-09,1909162260018.209,9.016866,5583336804417396.0,0.0040450742389119,3.0807003980803215e-09,2504751858873.984,9.016866,5583336804417396.0,0.002538768362317,1.866426676540041e-09,1572031661024.473,36.067464,2.2333347217669584e+16,0.0138180128226317,1.0466721297612906e-08,8556256636897.154,0.25,0.30040132806401854,0.3196776726277468,0.25,0.22313055124893041,0.20766934140341609,0.25,0.29273921589410556,0.2943328966620064,0.25,0.1837289047929455,0.17832008930683077
6,6,221665.0,0.8569602,3853586314175974.5,0.0002975528959626,2.7562728978837166e-10,1338038531573.8457,4555172.899999999,0.2613432561610123,2.223799157806711e-16,0.8569602,3853586314175974.5,9.672902104463172e-05,8.944112465861769e-11,434971929479.61017,0.8569602,3853586314175974.5,4.585114138563224e-05,4.2721349605667356e-11,206183823861.38824,0.8569602,3853586314175974.5,0.0,0.0,0.0,3.4278408,1.5414345256703898e+16,0.00044013305839286394,4.077897640526567e-10,1979194284914.844,0.25,0.6760521398894865,0.675905366160149,0.25,0.21977222387665127,0.21933146082369154,0.25,0.10417563623386224,0.10476317301615956,0.25,0.0,0.0
7,7,138701.0,26.496372,6261373783439902.0,0.0177446507359964,1.3725718509904296e-08,4193249208407.3135,593099316.34,0.2613432561610123,4.231718615821607e-15,26.496372,6261373783439902.0,0.0107983475354224,8.044423282235565e-09,2551764074068.972,26.496372,6261373783439902.0,0.0120185904167167,8.933752659793953e-09,2840120411546.63,26.496372,6261373783439902.0,0.009955096604591,7.064251259600886e-09,2352494933706.311,105.985488,2.504549513375961e+16,0.0505166852927265,3.77681457115347e-08,11937628627729.225,0.25,0.351263164500449,0.36342050294813255,0.25,0.21375803801951293,0.21299492285581637,0.25,0.23791328245456284,0.23654199832917694,0.25,0.19706551502547529,0.18704257586687412
8,8,214443.0,8.22845,5376020581974596.0,0.005723194882291,4.431604518938409e-09,3739223484598.9766,159252282.49,0.2613432561610123,1.530583797909813e-15,8.22845,5376020581974596.0,0.0023891452331019,1.6755294929956932e-09,1560937229549.0315,8.22845,5376020581974596.0,0.0017048783568469,1.209479988326137e-09,1113874561572.6184,8.22845,5376020581974596.0,0.0002836617117909,1.5711747035927532e-10,185329096112.45764,32.9138,2.1504082327898384e+16,0.010100880184030698,7.473731470619516e-09,6599364371833.084,0.25,0.5666035808779579,0.5929574184408131,0.25,0.2365284202538204,0.22418914829660108,0.25,0.16878512820519154,0.16183080608138042,0.25,0.028082870663030318,0.021022627181205303
9,9,265278.0,1.5787096,1304343428748760.8,0.000914439865256,6.5877594642898e-10,755518069461.6696,37064515.64,0.2613432561610123,1.210348107104304e-15,1.5787096,1304343428748760.8,0.0003987195654461,2.5916719856551753e-10,329425528991.03296,1.5787096,1304343428748760.8,0.0002556332237231,1.5751419154004676e-10,211206364700.14072,1.5787096,1304343428748760.8,2.0218140978853397e-06,1.218372729390267e-12,1670440170.078364,6.3148384,5217373714995043.0,0.0015708144685230854,1.0766757092639345e-09,1297820403322.9216,0.25,0.5821437754617683,0.6118610652778169,0.25,0.25382982741493654,0.24071054667212308,0.25,0.16273928515787867,0.1462967820159431,0.25,0.0012871119654164467,0.001131606034116998
