,Unnamed: 0,id,sfr_IIP,sfrd_IIP,snr_IIP,snrs_IIP,snrd_IIP,mass,z,halo_volume,sfr_II-Other,sfrd_II-Other,snr_II-Other,snrs_II-Other,snrd_II-Other,sfr_Ib,sfrd_Ib,snr_Ib,snrs_Ib,snrd_Ib,sfr_Ic,sfrd_Ic,snr_Ic,snrs_Ic,snrd_Ic,sfr_total,sfrd_total,snr_total,snrs_total,snrd_total,sfr_IIP_ratio,snr_IIP_ratio,snrs_IIP_ratio,sfr_II-Other_ratio,snr_II-Other_ratio,snrs_II-Other_ratio,sfr_Ib_ratio,snr_Ib_ratio,snrs_Ib_ratio,sfr_Ic_ratio,snr_Ic_ratio,snrs_Ic_ratio
0,0,64288.0,1.8529516,969291266435404.0,0.0487248546843083,3.6713085392258466e-08,25488294515536.324,1862353174.2,2.1032696525957713,1.911656139040932e-15,1.8529516,969291266435404.0,0.0256235601972905,1.8827418710129806e-08,13403854215196.775,1.8529516,969291266435404.0,0.0242591069493409,1.733866215004077e-08,12690099675306.492,1.8529516,969291266435404.0,0.0114972293424873,7.805615952009582e-09,6014276892001.849,7.4118064,3877165065741616.0,0.110104751173427,8.068478220443863e-08,57596525298041.445,0.25,0.4425318087097017,0.45501870847510084,0.25,0.2327198410986879,0.23334534959052133,0.25,0.22032752166280417,0.2148938334630212,0.25,0.10442082852880626,0.09674210847135657
1,1,145286.0,16.341616,1.875600589589041e+16,0.0486477233092186,3.884873322671113e-08,55835174759298.63,2467809413.95,2.1032696525957713,8.712737717565219e-16,16.341616,1.875600589589041e+16,0.0209900947833303,1.5857187347100123e-08,24091273562629.477,16.341616,1.875600589589041e+16,0.0247854965032626,1.9507818793077375e-08,28447426407998.156,16.341616,1.875600589589041e+16,0.0088692565427182,6.709342724472381e-09,10179643678286.71,65.366464,7.502402358356163e+16,0.1032925711385297,8.092308209136101e-08,118553518408212.97,0.25,0.47097020408152335,0.48006986662781165,0.25,0.2032101103880904,0.19595382352339946,0.25,0.23995429903687654,0.2410661864195104,0.25,0.08586538649350971,0.08291012342927853
2,2,108988.0,9.112341,5579828107650057.0,0.0139922322156796,1.0807293241296269e-08,8567968495232.583,370989689.78,2.1032696525957713,1.6330863288614208e-15,9.112341,5579828107650057.0,0.010194571297877,7.343658774115704e-09,6242518302743.149,9.112341,5579828107650057.0,0.0029552367029774,2.247033421393853e-09,1809602254791.908,9.112341,5579828107650057.0,0.003013454489193,2.03963339582219e-09,1845251188462.3057,36.449364,2.2319312430600228e+16,0.030155494705727,2.2437618832628017e-08,18465340241229.945,0.25,0.46400274153095744,0.48165954337278755,0.25,0.33806679006134466,0.32729225096902026,0.25,0.09799994103284117,0.10014580594114977,0.25,0.09993052737485676,0.09090239971704239
3,3,84439.0,25.828686,1.3596149639157332e+16,0.0757959861923268,5.7550532965495064e-08,39898799742208.28,4945614886.97,2.1032696525957713,1.899705923036665e-15,25.828686,1.3596149639157332e+16,0.0249729461442622,1.8582561837186683e-08,13145690520532.328,25.828686,1.3596149639157332e+16,0.0502722530045192,3.6849744988782495e-08,26463176428991.414,25.828686,1.3596149639157332e+16,0.0195439225611234,1.3655563121447597e-08,10287867361008.506,103.314744,5.438459855662933e+16,0.17058510790223158,1.2663840291291184e-07,89795534052740.53,0.25,0.4443294442547012,0.4544477160302794,0.25,0.14639581644240063,0.14673717774193468,0.25,0.29470481698397744,0.2909839680631771,0.25,0.11456992231892082,0.10783113816460882
4,4,36221.0,0.2891003,79142315088706.14,0.0389290510002,2.9208579655104465e-08,10656976905116.12,1194451079.11,2.1032696525957713,3.652916896302109e-15,0.2891003,79142315088706.14,0.0255768060952688,1.8657852532468022e-08,7001748690521.957,0.2891003,79142315088706.14,0.0117508063932629,8.665369563952436e-09,3216828284584.956,0.2891003,79142315088706.14,0.0084103185638594,5.951788382738451e-09,2302356939018.587,1.1564012,316569260354824.56,0.0846669820525911,6.248359013426338e-08,23177910819241.62,0.25,0.45979022821457277,0.46746000977763447,0.25,0.3020871356839164,0.29860404135512114,0.25,0.13878853489739199,0.13868232515661277,0.25,0.09933410120411887,0.09525362371063151
5,5,141680.0,23.205252,2.5248205113997656e+16,0.0651254759964372,5.1187468417531495e-08,70859018299166.81,3427675495.32,2.1032696525957713,9.190852139875465e-16,23.205252,2.5248205113997656e+16,0.0269031836539206,2.0363854863420285e-08,29271696731142.504,23.205252,2.5248205113997656e+16,0.0350197718937547,2.689056700276797e-08,38102856362815.14,23.205252,2.5248205113997656e+16,0.0150543289117593,1.0575253909798117e-08,16379687849013.074,92.821008,1.0099282045599062e+17,0.1421027604558718,1.0901714419351788e-07,154613259242137.53,0.25,0.45829845801384755,0.469535950480118,0.25,0.18932203405207626,0.1867949762770534,0.25,0.24643977204531253,0.2466636527832186,0.25,0.10593973588876361,0.09700542045960985
6,6,84297.0,18.364534,6.589113711880093e+16,0.0388142138454262,3.0520394152133276e-08,139263685462829.6,3470847609.83,2.1032696525957713,2.7871023028315576e-16,18.364534,6.589113711880093e+16,0.0094640795219554,7.031597947247268e-09,33956699444941.004,18.364534,6.589113711880093e+16,0.0293598665351999,2.1845349109806238e-08,105341904763853.88,18.364534,6.589113711880093e+16,0.0114132850319691,7.815546516230187e-09,40950362749059.63,73.458136,2.635645484752037e+17,0.0890514449345506,6.721288772541697e-08,319512652420684.1,0.25,0.4358628192271688,0.45408544677945445,0.25,0.10627654081201193,0.10461681063270588,0.25,0.32969556593695115,0.32501726750754206,0.25,0.1281650740238682,0.11628047508029757
7,7,111727.0,13.980547,7730810477482810.0,0.0231112133310512,1.819796435223973e-08,12779786811419.56,969841637.79,2.1032696525957713,1.808419316541328e-15,13.980547,7730810477482810.0,0.0103997122308635,7.840174486381176e-09,5750719501688.001,13.980547,7730810477482810.0,0.011546111604492,8.568547004109741e-09,6384642930365.507,13.980547,7730810477482810.0,0.0048236282635627,3.5320870356707923e-09,2667317374594.37,55.922188,3.092324190993124e+16,0.049880665429969405,3.8138772878401444e-08,27582466618067.44,0.25,0.4633300925686022,0.477151281459963,0.25,0.20849185032353484,0.2055696577175713,0.25,0.23147469074369728,0.2246676113945511,0.25,0.09670336636416559,0.0926114494279145
8,8,245300.0,0.37280285,5129495372430127.0,6.683702063069506e-06,4.292636701530618e-12,91962866708.816,3214963.7,2.1032696525957713,7.267827006994308e-17,0.37280285,5129495372430127.0,1.3712970093312898e-06,8.608416499268603e-13,18868046914.31979,0.37280285,5129495372430127.0,3.352372396112974e-07,2.0809788385950162e-13,4612619965.894573,0.37280285,5129495372430127.0,0.0,0.0,0.0,1.4912114,2.0517981489720508e+16,8.390236312012092e-06,5.36157623531698e-12,115443533589.03036,0.25,0.7966047456256525,0.8006296121007844,0.25,0.16343961699482026,0.16055756966700424,0.25,0.03995563737952727,0.038812818232211284,0.25,0.0,0.0
9,9,95452.0,12.2835,1.1251107212740336e+16,0.0431157490519116,3.4040737678506834e-08,39491994556980.09,2065699649.34,2.1032696525957713,1.0917592169142802e-15,12.2835,1.1251107212740336e+16,0.0179988323439486,1.3505706864495e-08,16486082338576.55,12.2835,1.1251107212740336e+16,0.019226355687391,1.4369495924836242e-08,17610435881395.066,12.2835,1.1251107212740336e+16,0.0071450799263547,5.132989749714803e-09,6544556542924.705,49.134,4.500442885096134e+16,0.08748601700960591,6.704893021755289e-08,80133069319876.4,0.25,0.49283017476012786,0.5076999374644047,0.25,0.20573381849092914,0.20143060926808512,0.25,0.2197648989469935,0.21431357485066063,0.25,0.08167110780194936,0.07655587841684947
